Account,Status,Source_Row,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Total
"Keys, Locks & Fobs",Layer 1 Item,32,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0
Transfer Fees,Layer 1 Item,33,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,1000.0,2000.0
Other Income,Layer 1 Item,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,25.0,195.0,390.0
Water Sewer Collections,Layer 1 Item,35,10824.13,9655.8,11013.43,10470.38,10356.87,9766.07,9836.13,11220.85,11584.03,11933.2,13104.42,130471.17,250236.47999999998
Termination Fees,Layer 1 Item,36,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,3070.0,0.0,1395.0,5465.0,10930.0
Interest Income,Layer 1 Item,37,5927.72,71.19,98.19,21.93,8.75,7.96,8.22,8.23,7.7,8.5,8.24,6189.0,12365.63
OSP Resident Convenience Fee,Layer 1 Item,38,226.0,212.0,242.0,246.0,216.0,232.0,214.0,218.0,216.0,228.0,214.0,2684.0,5148.0
OPERATING EXPENSE,Layer 1 Item,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Management Fees,Layer 1 Item,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Management Fee 5%,Layer 1 Item,46,15480.62,16101.89,15779.32,15795.71,15510.14,15542.16,15686.65,15568.44,15863.07,15775.73,15873.7,188502.7,361480.13
Payroll,Layer 1 Item,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries-Manager,Layer 1 Item,50,8125.0,6500.0,8125.0,6500.0,6500.0,8125.0,5169.71,4870.0,6250.0,5000.0,6365.4,78030.11,149560.22
Salaries-Leasing Consultants,Layer 1 Item,51,8988.5,7897.48,9510.5,7664.43,7092.5,9869.8,7773.8,4043.8,4452.5,3528.5,7273.8,84993.1,163088.71000000002
Salaries-Maintenance,Layer 1 Item,52,12486.91,12160.55,13182.97,12553.09,11280.67,15767.7,11553.55,11678.92,12966.99,10546.82,14371.19,150047.97,288597.33
Porter,Layer 1 Item,53,3751.0,3717.0,4005.0,3204.0,3204.0,4234.5,3204.0,3204.0,4005.0,3163.5,4054.17,42950.17,82696.34
Bonuses New Lease,Layer 1 Item,54,50.0,100.0,200.0,100.0,200.0,900.0,1000.0,200.0,200.0,150.0,225.0,3575.0,6900.0
Bonuses Renewals,Layer 1 Item,55,2155.0,1075.0,3630.0,2855.0,2145.0,4480.0,2640.0,1650.0,1238.0,775.0,1320.0,25248.0,49211.0
Bonuses Other,Layer 1 Item,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4381.24,0.0,4381.24,8762.48
Employee Apartment Expense,Layer 1 Item,57,3362.0,3362.0,3362.0,5218.0,6690.58,3833.42,4020.0,4020.0,4020.0,5468.04,2707.96,49426.0,95490.0
Group Insurance,Layer 1 Item,58,3728.79,3728.79,3728.79,3728.79,3728.79,3728.79,0.0,3633.04,2548.14,7285.65,3643.44,43211.8,82694.81
Workers Comp Insurance,Layer 1 Item,59,863.38,863.38,863.38,863.38,863.38,0.0,0.0,1070.12,1070.12,3703.96,1070.12,13107.88,24339.1
401KDeduction,Layer 1 Item,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emp Loan 401K Deduction,Layer 1 Item,61,-95.4,60.48,-125.04,122.25,24.24,-190.56,154.4,-21.33,-110.25,140.29,-156.92,-140.61,-338.45
401K Company Match,Layer 1 Item,62,518.47,613.87,553.39,678.43,556.18,531.94,722.5,568.1,589.43,699.68,559.39,7138.28,13729.66
Payroll Taxes,Layer 1 Item,63,3010.77,2590.3,3217.13,2643.51,2559.24,3480.77,2517.45,2084.16,2499.85,4193.84,2717.48,33883.0,65397.5
Unemployment Tax,Layer 1 Item,64,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.85,420.86,722.95
Advertising & Marketing,Layer 1 Item,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising-Outdoor,Layer 1 Item,68,0.0,134.15,0.0,0.0,0.0,131.97,0.0,0.0,0.0,0.0,0.0,266.12,532.24
Advertising-Website,Layer 1 Item,69,1761.47,1490.05,1667.63,1667.63,2436.32,1759.79,1759.79,1759.79,1759.79,1470.79,1470.79,20765.31,39769.15000000001
Apartment Locator Fee,Layer 1 Item,70,0.0,0.0,0.0,0.0,0.0,1445.0,0.0,0.0,0.0,0.0,732.5,2177.5,4355.0
Credit Check Expense,Layer 1 Item,71,108.4,21.68,151.76,285.97,433.6,238.48,199.25,43.36,108.4,86.72,112.53,2006.95,3797.1000000000004
Leasing Office Refreshments,Layer 1 Item,72,383.39,335.08,0.0,0.0,361.67,0.0,509.25,0.0,363.65,31.31,60.28,2312.48,4357.11
Miscellaneous Leasing,Layer 1 Item,73,0.0,367.97,0.0,78.08,0.0,0.0,0.0,0.0,0.0,0.0,239.05,685.1,1370.2
Move-in Gifts/Mini Models,Layer 1 Item,74,0.0,0.0,409.09,0.0,66.4,0.0,20.6,0.0,116.15,1091.73,0.0,1703.97,3407.94
Referral Fees,Layer 1 Item,75,0.0,0.0,500.0,1000.0,500.0,500.0,2000.0,1000.0,0.0,0.0,300.0,5800.0,11600.0
Office & Administrative,Layer 1 Item,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Answering Service,Layer 1 Item,79,149.95,149.95,149.95,149.95,149.95,149.95,149.95,149.95,149.95,149.95,155.19,1804.64,3459.3300000000004
Bank Charges,Layer 1 Item,80,0.75,40.31,11.13,0.6,0.75,0.6,0.78,0.0,1.27,15.79,0.6,73.07,145.65
Computer Software & Support,Layer 1 Item,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0
Courtesy Patrol,Layer 1 Item,82,1242.0,1242.0,1242.0,0.0,0.0,0.0,1242.0,1242.0,1242.0,1242.0,1242.0,11178.0,21114.0
Dues & Subscriptions,Layer 1 Item,83,71.95,77.95,77.95,77.95,0.0,395.78,71.95,0.0,1149.1,329.75,77.95,2402.28,4732.610000000001
Equipment Supplies & Repairs,Layer 1 Item,84,0.0,300.0,150.0,376.61,0.0,2100.0,162.25,150.0,150.0,150.0,0.0,3838.86,7377.72
Eviction Expense,Layer 1 Item,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Internet Expenses,Layer 1 Item,86,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,275.2,530.3999999999999
Legal & Accounting,Layer 1 Item,87,0.0,197.26,0.0,0.0,0.0,0.0,5000.0,225.0,0.0,0.0,0.0,5422.26,10844.52
Licences & Fees,Layer 1 Item,88,525.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,925.0,1850.0
Office & Equipment,Layer 1 Item,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,725.0
Office Expense,Layer 1 Item,90,242.73,48.07,189.3,322.29,0.0,83.84,0.0,0.0,0.0,0.0,0.0,886.23,1772.46
Office Forms & Printing,Layer 1 Item,91,0.0,48.3,0.0,11.02,0.0,0.0,0.0,0.0,0.0,0.0,79.02,138.34,276.67999999999995
Office Supplies,Layer 1 Item,92,134.68,0.0,34.88,219.27,0.0,0.0,341.99,148.35,34.28,0.0,0.0,913.45,1826.9
Personnel Training,Layer 1 Item,93,0.0,0.0,75.69,0.0,0.0,0.0,0.0,230.56,417.93,960.95,0.0,1685.13,3370.26
Postage/Courier,Layer 1 Item,94,66.0,0.0,0.0,66.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,206.59,387.39
Security Monitoring Services,Layer 1 Item,95,105.0,517.85,0.0,105.0,167.85,0.0,105.0,167.85,0.0,0.0,0.0,1368.55,2537.1
Onesite Program,Layer 1 Item,96,212.1,124.0,3900.48,241.1,722.28,231.76,238.76,234.26,272.76,267.76,212.76,6880.62,13538.640000000001
Utilities,Layer 1 Item,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity - Common,Layer 1 Item,100,2601.82,2515.49,2343.07,2616.98,2829.05,2932.19,3047.74,2693.72,2721.76,2358.19,2639.23,32180.62,61479.86
Electricity-Vacants,Layer 1 Item,101,462.43,101.96,397.54,560.24,952.58,1093.2,525.87,635.17,447.49,88.02,667.27,6346.75,12278.52
Gas - Vacant,Layer 1 Item,102,0.0,0.0,0.0,11.6,11.62,44.13,64.23,0.0,28.57,0.0,16.49,176.64,353.28
Solid Waste Disposal Tax,Layer 1 Item,103,0.0,0.0,0.0,0.0,0.0,0.0,794.0,0.0,0.0,794.0,0.0,1588.0,3176.0
Telephone,Layer 1 Item,104,1417.56,1417.11,1579.13,1415.31,1459.31,1451.88,1455.27,1480.38,1539.78,1457.84,1498.24,17416.71,33588.520000000004
Trash Removal,Layer 1 Item,105,3829.88,3796.01,3524.48,3804.14,4742.74,5233.97,1295.6,7578.9,4848.92,2850.89,4230.22,49746.03,95481.78
Water & Sewer,Layer 1 Item,106,9799.52,15175.2,14022.02,13148.94,13322.06,13338.91,13642.59,15087.75,18457.58,15179.97,14535.57,168893.57,324603.68000000005
Maintenance & Repair,Layer 1 Item,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Appliance Parts,Layer 1 Item,110,174.64,0.0,704.01,1304.41,227.37,217.17,0.0,-145.61,237.89,312.56,514.3,3751.29,7298.03
Blind Repair,Layer 1 Item,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.73,70.73
Building Repair,Layer 1 Item,112,0.0,13686.07,1040.0,0.0,0.0,0.0,0.0,0.0,1160.0,330.0,0.0,16216.07,32432.14
Carpentry & Fencing Materials,Layer 1 Item,113,0.0,0.0,0.0,648.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.32,1296.64
Carpet Clean Renewals,Layer 1 Item,114,0.0,0.0,0.0,0.0,0.0,95.0,95.0,140.0,0.0,0.0,45.0,375.0,750.0
Carpet Clean Vacants,Layer 1 Item,115,345.0,1220.0,265.0,990.0,520.0,780.0,325.0,480.0,575.0,200.0,360.0,6190.0,12250.0
Carpet Clean - Office/Model,Layer 1 Item,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,300.0,600.0
Carpet Repair/Dye,Layer 1 Item,117,178.58,0.0,250.0,0.0,0.0,670.0,1465.0,3730.0,236.32,700.0,805.0,8034.9,16069.8
Contract Clean Vacants,Layer 1 Item,118,765.0,980.0,310.0,1085.0,675.0,1280.0,310.0,310.0,795.0,345.0,540.0,7843.0,15238.0
Contract Clean Office/Club,Layer 1 Item,119,840.0,1050.0,840.0,840.0,1260.0,840.0,630.0,630.0,1570.0,630.0,630.0,10180.0,19940.0
Contract Refinishing,Layer 1 Item,120,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,150.0,350.0,700.0
Electrical Fixtures,Layer 1 Item,121,43.49,527.15,0.0,0.0,985.44,0.0,442.3,0.0,97.94,336.36,602.16,3034.84,6069.68
Electrical Parts & Supplies,Layer 1 Item,122,13.35,218.86,146.06,440.93,380.41,28.83,128.55,522.82,119.74,0.0,38.96,2598.87,4637.38
Electrical Repairs,Layer 1 Item,123,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,550.0,1100.0
Exterminating,Layer 1 Item,124,4325.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,443.48,585.94,425.0,9179.42,17933.84
Fitness Center,Layer 1 Item,125,0.0,140.0,0.0,0.0,140.0,0.0,0.0,0.0,140.0,0.0,314.97,734.97,1469.94
Gate Maintenance,Layer 1 Item,126,564.66,0.0,0.0,0.0,65.3,148.23,3714.66,339.17,0.0,781.04,397.95,6011.01,12022.02
Gate Remote,Layer 1 Item,127,0.0,0.0,1843.46,0.0,0.0,0.0,0.0,0.0,0.0,1747.41,0.0,3590.87,7181.74
General Maintenance,Layer 1 Item,128,115.16,1103.94,117.7,331.22,85.92,55.42,95.0,48.21,0.0,0.0,0.0,2247.05,4199.620000000001
Gutters & Downspouts,Layer 1 Item,129,0.0,3615.0,650.0,67.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4453.82,8786.759999999998
A/C Filters,Layer 1 Item,130,0.0,0.0,0.0,0.0,668.24,0.0,0.0,0.0,0.0,0.0,0.0,1194.38,1862.6200000000001
Freon,Layer 1 Item,131,912.6,1043.28,890.4,2216.12,0.0,1737.66,0.0,0.0,0.0,1043.26,0.0,7843.32,15686.64
HVAC Parts & Supplies,Layer 1 Item,132,0.0,359.38,1283.12,1137.56,1151.5,209.08,1701.37,3363.16,167.07,0.0,34.8,10448.87,19855.91
HVAC Repair/Maintenance,Layer 1 Item,133,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,200.0,0.0,625.0,1250.0
Interior Repair,Layer 1 Item,134,36.94,153.5,388.18,224.88,229.4,210.22,30.99,42.6,0.0,0.0,0.0,1564.85,2881.56
Janitorial Supplies,Layer 1 Item,135,4.87,321.94,744.42,258.45,312.55,281.07,283.24,475.35,114.71,113.2,57.66,3496.04,6463.5
Fertilization Pest Control,Layer 1 Item,136,0.0,22.8,127.24,68.35,19.53,0.0,0.0,0.0,0.0,0.0,0.0,237.92,475.84
Landscaping Annuals,Layer 1 Item,137,0.0,132.75,2692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5641.69,8466.44,16932.879999999997
Landscape Maintenance Supplies,Layer 1 Item,138,2047.96,2047.96,2047.96,2047.96,2047.96,2047.96,2047.96,2047.96,2047.96,2047.96,2047.96,24575.52,47103.079999999994
Landscape Supplies,Layer 1 Item,139,0.0,153.42,119.69,0.0,0.0,0.0,16.19,0.0,539.29,365.4,0.0,1193.99,2387.9799999999996
Light Bulbs & Flourescents,Layer 1 Item,140,108.21,0.0,17.61,448.3,233.54,0.0,0.0,0.0,114.77,5.87,114.24,1042.54,2085.08
Locks & Keys,Layer 1 Item,141,119.7,73.67,137.15,60.93,307.33,30.35,46.26,0.0,150.11,0.0,321.89,1364.95,2612.34
Maintenance Supplies,Layer 1 Item,142,16.29,193.47,32.07,302.63,287.49,53.87,102.85,40.25,993.56,673.75,1306.32,4033.19,8035.74
Mirrors,Layer 1 Item,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Painting-Clubhouse,Layer 1 Item,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Painting-Exterior,Layer 1 Item,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Painting-Supplies,Layer 1 Item,146,241.24,25.25,267.94,374.75,246.59,0.0,760.44,302.74,82.19,469.83,247.19,3023.04,6041.2
Painting-Vacants,Layer 1 Item,147,1660.0,1025.0,860.0,2935.0,1500.0,3610.0,775.0,775.0,1800.0,800.0,1300.0,17815.0,34855.0
Parking Lot / Concrete Repair,Layer 1 Item,148,0.0,0.0,21.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.71,43.42
Plumbing Contractor,Layer 1 Item,149,0.0,461.37,1667.12,0.0,0.0,790.82,934.25,0.0,0.0,600.0,0.0,4453.56,8907.119999999999
Plumbing Fixtures,Layer 1 Item,150,118.7,855.85,1741.19,227.02,382.64,315.9,114.67,942.02,43.54,263.81,248.05,5253.39,10506.78
Plumbing Parts & Supplies,Layer 1 Item,151,252.61,167.94,489.79,807.3,809.67,444.16,24.9,187.47,933.22,509.47,790.67,5835.02,11252.220000000001
Pool Chemicals,Layer 1 Item,152,0.0,0.0,668.66,1155.26,714.54,1396.52,0.0,672.37,1521.42,0.0,0.0,6128.77,12257.54
Pool Equipment & Supplies,Layer 1 Item,153,0.0,0.0,329.42,70.0,122.59,69.61,0.0,0.0,829.03,0.0,10.88,1431.53,2863.0600000000004
Pool Service/Repair,Layer 1 Item,154,0.0,0.0,0.0,0.0,0.0,1544.13,0.0,0.0,0.0,986.72,0.0,2530.85,5061.700000000001
Roof Repair,Layer 1 Item,155,0.0,2895.0,0.0,0.0,0.0,0.0,0.0,3570.0,0.0,700.0,0.0,11925.0,19090.0
Sprinkler Repairs/Inspections,Layer 1 Item,156,0.0,0.0,0.0,4375.21,0.0,325.79,0.0,392.5,0.0,0.0,0.0,5093.5,10187.0
Tools & Equipment & Rental,Layer 1 Item,157,485.7,54.43,701.3,119.72,0.0,10.86,0.0,0.0,23.93,0.0,0.0,1912.39,3308.33
Uniforms,Layer 1 Item,158,0.0,0.0,0.0,0.0,0.0,482.04,0.0,0.0,0.0,0.0,0.0,482.04,964.08
Wall/Ceiling Repairs,Layer 1 Item,159,0.0,3090.0,375.0,0.0,875.0,1560.0,2075.0,315.0,1185.0,635.0,1725.0,11985.0,23820.0
Security Alarm Repairs,Layer 1 Item,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water/Sewer Mains,Layer 1 Item,161,0.0,5360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5360.0,0.0,0.0,0.0
Window/Glass Screens,Layer 1 Item,162,0.0,558.2,0.0,0.0,744.87,0.0,0.0,0.0,0.0,0.0,0.0,1303.07,2606.1400000000003
Fire Inspections/Alarm Repairs,Layer 1 Item,163,0.0,0.0,0.0,0.0,0.0,0.0,112.8,0.0,0.0,1353.4,0.0,1466.2,2932.4
RE Tax & Insurance,Layer 1 Item,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
General Liab/Emp Risk,Layer 1 Item,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121.57,2121.57
Real Estate Taxes,Layer 1 Item,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-794.0,589536.0,0.0,588742.0,1177484.0
Property Insurance,Layer 1 Item,169,0.0,0.0,0.0,211192.09,7450.57,0.0,0.0,0.0,0.0,0.0,0.0,218642.66,437285.32
