Account,Status,Source_Row,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Total
Rent Losses,Layer 1 Item,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prior Period Rent Adjustment,Layer 1 Item,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vacancy Loss,Layer 1 Item,16,-389504.6,-293078.91,-204380.84,-161229.73,-131814.92,-129398.09,-116162.46,-85242.76,-68931.22,-46082.44,-49052.26,-2211110.22,-3885988.45
Vacancy Loss (Retail),Layer 1 Item,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abated Rent Retail,Layer 1 Item,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Non-Revenue Producing Units,Layer 1 Item,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lost Rent Reimbursement,Layer 1 Item,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45240-000,Layer 1 Item,21,-3555.0,-3630.0,-3690.0,-3989.0,-3890.0,-3890.0,-3890.0,-3989.0,-4025.0,-4025.0,-4100.0,-46873.0,-89546.0
Employee Units,Layer 1 Item,22,-1593.0,-2842.65,-2640.0,-1775.27,-1877.0,-1877.0,-1876.93,-4339.32,-2852.0,-2852.0,-2852.0,-28995.97,-56373.14
Recurring Concessions,Layer 1 Item,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recurring Concession Payback,Layer 1 Item,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Non-Recurring Concessions,Layer 1 Item,25,-74561.5,-88733.0,-112435.5,-91242.5,-66351.0,-29865.0,-22137.0,-20209.5,-33785.69,-44990.48,-50852.03,-681060.2,-1316223.4
Non-Recurring Concessions Payback,Layer 1 Item,26,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,270.27,470.27,940.54
Future Rent Collected,Layer 1 Item,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Delinquency,Layer 1 Item,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Month Rent/Past Due,Layer 1 Item,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retail,Layer 1 Item,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rent/Storage (Retail),Layer 1 Item,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Base Revenue (Retail),Layer 1 Item,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FASB 13 Rent Adjustment (Retail),Layer 1 Item,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percentage Rent (Retail),Layer 1 Item,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tenant Reimbursement (Retail),Layer 1 Item,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Promotional Dues (Retail),Layer 1 Item,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAM Reimbursement (Retail),Layer 1 Item,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insurance & Tax (Retail),Layer 1 Item,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insurance Reimbursement (Retail),Layer 1 Item,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Reimbursement (Retail),Layer 1 Item,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lease Settlement (Retail),Layer 1 Item,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prior Year CAM Reimbursement (Retail),Layer 1 Item,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prior Year Insurance Reimbursement (Retail),Layer 1 Item,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prior Year Tax Reimbursement (Retail),Layer 1 Item,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retail,Layer 1 Item,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Revenue,Layer 1 Item,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rental Items Income,Layer 1 Item,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Furniture Rental,Layer 1 Item,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guest Suite Rental,Layer 1 Item,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garage Rental,Layer 1 Item,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boat Slip/Marina Parking,Layer 1 Item,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parking Rental,Layer 1 Item,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,58.0,116.0
Parking Rental - (Retail),Layer 1 Item,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carport/Bike Space Rental,Layer 1 Item,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Storage Room Rental,Layer 1 Item,59,0.0,0.0,150.0,150.0,512.74,369.35,442.74,542.74,497.58,579.36,590.65,3835.16,7670.32
Storage Room Rental (Retail),Layer 1 Item,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washer/Dryer Rental,Layer 1 Item,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clubroom Rental,Layer 1 Item,62,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,600.0
Other Appliance Rental,Layer 1 Item,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Condo Fee Income,Layer 1 Item,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Income,Layer 1 Item,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Apartment Premium,Layer 1 Item,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washer/Dryer Rental- retired,Layer 1 Item,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laundry Income,Layer 1 Item,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reimbursed Cable,Layer 1 Item,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reimbursed Pest Control,Layer 1 Item,72,528.22,810.98,1065.11,1208.39,1271.48,1265.25,1312.42,1396.81,1435.21,1492.1,1484.16,13632.54,26902.67
Other Reimbursed Costs,Layer 1 Item,73,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,40.0,-90.0,0.0,0.0,0.0
Other Reimbursed Costs (Retail),Layer 1 Item,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTM Premium,Layer 1 Item,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Application Fees,Layer 1 Item,76,8175.0,6300.0,4950.0,2550.0,1950.0,1725.0,1200.0,1200.0,2400.0,2100.0,1200.0,36075.0,69825.0
47315-000,Layer 1 Item,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reletting Fees,Layer 1 Item,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47330-000,Layer 1 Item,79,50.0,400.0,0.0,100.0,150.0,200.0,100.0,400.0,250.0,50.0,150.0,1750.0,3600.0
47340-000,Layer 1 Item,80,-79.0,-150.0,300.0,1687.5,1560.4,501.0,1057.9,3349.8,3077.8,1413.8,588.3,13307.5,26615.0
Late Fees (Retail),Layer 1 Item,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redecoration Fees,Layer 1 Item,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Fees,Layer 1 Item,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Alternative Program Fees,Layer 1 Item,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Administrative Fees,Layer 1 Item,85,7575.25,10162.05,10363.25,6752.15,4149.25,4001.2,2141.9,4470.7,4192.4,5692.75,2954.35,65955.25,128410.5
Initial Pet Fees,Layer 1 Item,86,0.0,300.0,1200.0,900.0,1330.0,700.0,0.0,0.0,1200.0,0.0,0.0,5630.0,11260.0
Utility Setup Fees,Layer 1 Item,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Transfer Fees,Layer 1 Item,88,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,500.0,0.0,0.0,1500.0,3000.0
Lease Cancellation Fees,Layer 1 Item,89,0.0,0.0,0.0,0.0,3850.0,1759.98,0.0,0.0,3430.0,3700.77,-3430.0,9310.75,18621.5
Eviction Fees,Layer 1 Item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,-270.0,0.0,270.0,540.0
Amenity Fees,Layer 1 Item,91,900.0,1375.0,1300.0,775.0,350.0,325.0,50.0,450.0,325.0,600.0,250.0,7250.0,13950.0
Pet Premium,Layer 1 Item,92,150.0,233.06,395.44,292.98,470.96,494.36,500.0,500.0,588.31,593.33,524.19,4892.63,9635.260000000002
Accelerated Rent,Layer 1 Item,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short Term Lease Premium,Layer 1 Item,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vending Income,Layer 1 Item,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lock/Keys/Gate Cards,Layer 1 Item,96,0.0,0.0,0.0,225.0,5.0,155.0,75.0,150.0,80.0,155.0,0.0,770.0,1615.0
Damages/Cleaning,Layer 1 Item,97,0.0,0.0,0.0,50.0,240.73,925.0,-400.0,600.0,50.0,750.0,1098.09,3313.82,6627.639999999999
Damages/Cleaning (Retail),Layer 1 Item,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47565-000,Layer 1 Item,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cable Service Commission,Layer 1 Item,100,1420.0,84.0,-84.0,0.0,0.0,0.0,420.0,396.0,0.0,0.0,0.0,2236.0,4472.0
Forfeited Security Deposit,Layer 1 Item,101,300.0,0.0,600.0,600.0,300.0,600.0,0.0,600.0,900.0,0.0,300.0,6000.0,10200.0
Insurance Fees,Layer 1 Item,102,-322.65,711.5,179.58,100.87,376.0,-31.28,463.28,627.86,-320.66,978.29,-7.55,2868.52,5623.76
Phone Income,Layer 1 Item,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Internet Service - Bulk Wi-Fi (Income),Layer 1 Item,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Contra Internet Service - Bulk Wi-Fi (Expense),Layer 1 Item,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miscellaneous Revenue,Layer 1 Item,106,0.0,125.0,100.0,0.0,0.0,0.0,50.0,-275.0,99.3,0.0,0.0,99.3,198.6
Interest Revenue,Layer 1 Item,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interest Revenue (Retail),Layer 1 Item,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utility Reimbursement Income,Layer 1 Item,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reimbursed Electricity,Layer 1 Item,112,45.4,194.26,104.79,130.03,225.65,686.7,322.69,305.06,-24.66,232.62,338.05,2774.85,5335.4400000000005
Reimbursed Electricity (Retail),Layer 1 Item,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reimbursed Water,Layer 1 Item,114,243.27,505.11,982.37,1400.63,2216.1,9278.37,3118.62,4174.6,3492.25,4184.98,4034.89,33764.73,67395.92000000001
Reimbursed Water (Retail),Layer 1 Item,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reimbursed Sewer,Layer 1 Item,116,409.16,829.79,1537.56,2146.89,3492.74,14256.66,4952.84,6456.29,5520.56,6468.94,6083.72,52371.11,104526.26000000001
Reimbursed Sewer (Retail),Layer 1 Item,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reimbursed Trash,Layer 1 Item,118,3154.55,4850.8,6375.67,7235.06,7613.94,7576.46,7859.51,8365.89,8596.21,8981.66,8900.0,81664.26,161174.01
Reimbursed Trash (Retail),Layer 1 Item,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reimbursed Gas,Layer 1 Item,120,270.66,343.46,645.6,656.55,935.19,3278.67,1160.27,1647.6,1823.79,2119.45,1914.59,15490.96,30286.79
Reimbursed Gas (Retail),Layer 1 Item,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reimbursed Utility Service Fees,Layer 1 Item,122,383.58,455.42,676.69,807.88,1322.07,1665.94,1543.48,1950.61,1429.79,1712.24,1818.02,14008.7,27774.42
Reimbursed Utility Service Fees (Retail),Layer 1 Item,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad Debt,Layer 1 Item,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Write Off Other Income,Layer 1 Item,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Write Off Rent,Layer 1 Item,128,0.0,0.0,0.0,-60.3,0.0,-1701.66,0.0,0.0,0.0,-2876.32,-5616.53,-10254.81,-20509.620000000003
Bad Debt Write Off,Layer 1 Item,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad Debt Write Off (Retail),Layer 1 Item,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad Debt Recovery,Layer 1 Item,131,0.0,0.0,0.0,0.0,0.0,0.0,2868.3,85.6,0.0,0.0,0.0,2953.9,5907.8
Bad Debt Recovery (Retail),Layer 1 Item,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collection Allowance,Layer 1 Item,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2343.53,2343.53,350.0,350.0
EXPENSES,Layer 1 Item,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Controllable Expenses,Layer 1 Item,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries & Benefits,Layer 1 Item,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries,Layer 1 Item,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries Non-Exempt,Layer 1 Item,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries Exempt,Layer 1 Item,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries OT,Layer 1 Item,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries Auto Allowance,Layer 1 Item,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Senior Community Manager,Layer 1 Item,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Senior Community Manager Retail,Layer 1 Item,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Community Manager,Layer 1 Item,148,7075.27,7075.26,6847.03,6042.29,-6806.46,2840.26,5470.86,7863.1,4174.15,8825.06,7075.26,63329.1,119811.18
Salaries - Assistant Community Manager,Layer 1 Item,149,0.0,0.0,0.0,0.0,0.0,8253.34,4544.95,4099.84,4586.86,4471.1,3906.51,29862.6,59725.200000000004
Salaries - OT Admin Staff,Layer 1 Item,150,0.0,0.0,0.0,0.0,0.0,855.32,0.0,58.88,41.76,77.06,34.27,1067.29,2134.58
Salaries - Leasing Manager,Layer 1 Item,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Leasing Consultant,Layer 1 Item,152,8199.07,7463.17,7586.4,8209.89,6796.37,1734.93,3922.17,3719.59,4158.45,4056.94,3945.25,67403.63,127195.86
Salaries - OT Leasing,Layer 1 Item,153,43.13,374.07,174.92,348.0,277.69,189.01,0.0,28.54,75.35,33.21,19.79,1569.65,3133.3599999999997
Salaries- Compliance Specialist,Layer 1 Item,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Divisional Service Manager,Layer 1 Item,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Service Manager,Layer 1 Item,156,5934.26,5014.57,6402.75,6002.32,5557.1,5603.52,6410.96,5072.18,6252.68,6118.96,6167.7,70202.82,134739.82
Salaries - Assistant Service Manager,Layer 1 Item,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Service Technician (Retail),Layer 1 Item,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Service Technician,Layer 1 Item,159,8002.12,8002.12,7743.99,8002.11,6759.99,8002.12,8482.84,7814.68,8097.17,-4346.85,3086.49,77475.76,147122.54
Salaries - Porter/Grounds (Retail),Layer 1 Item,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Porter/Grounds Person,Layer 1 Item,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11963.12,5233.86,17196.98,34393.96
Salaries - Security,Layer 1 Item,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Concierge,Layer 1 Item,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Painter,Layer 1 Item,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salaries - Housekeeper,Layer 1 Item,165,3127.26,3127.26,3026.38,3127.26,1326.38,4147.25,3370.57,2990.78,2858.65,3512.97,3311.23,36952.36,70878.35
Salaries - OT Maintenance,Layer 1 Item,166,0.0,6.8,0.0,0.0,0.0,0.0,0.0,275.43,350.29,498.28,637.67,2114.97,3883.4399999999996
Property Vacation,Layer 1 Item,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Salaries,Layer 1 Item,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Salaries OT,Layer 1 Item,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Salaries Auto Allowance,Layer 1 Item,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Vacation,Layer 1 Item,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Unit Based Compensation,Layer 1 Item,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonus,Layer 1 Item,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60110-000,Layer 1 Item,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonus - Management,Layer 1 Item,177,1843.0,4271.0,3956.0,2373.0,6083.0,6085.0,-3400.0,1250.0,2294.0,1080.0,4203.0,32545.0,62583.0
Bonus - Leasing,Layer 1 Item,178,3317.0,4168.0,9430.0,8997.0,8563.0,4932.0,0.0,2920.0,221.0,672.0,1086.0,48014.0,92320.0
Bonus - Maintenance,Layer 1 Item,179,0.0,2666.0,50.0,50.0,3800.0,185.0,0.0,3088.0,0.0,0.0,2756.0,14660.0,27255.0
Bonus - Cleaning,Layer 1 Item,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonus - Grounds,Layer 1 Item,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Bonus,Layer 1 Item,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stay Bonus,Layer 1 Item,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payroll Taxes,Layer 1 Item,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payroll Taxes,Layer 1 Item,187,2557.67,3024.4,3223.0,3308.38,3966.91,3527.45,1602.37,4063.19,2816.73,2556.58,2940.69,36515.8,70103.17000000001
Payroll Taxes Retail,Layer 1 Item,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payroll Taxes - Administrative,Layer 1 Item,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payroll Taxes - Leasing,Layer 1 Item,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payroll Taxes - Maintenance,Layer 1 Item,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payroll Taxes - Cleaning,Layer 1 Item,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payroll Taxes - Grounds,Layer 1 Item,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corporate Payroll Taxes,Layer 1 Item,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insurance Benefits,Layer 1 Item,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insurance Benefits,Layer 1 Item,198,3274.7,3272.29,3166.74,3361.86,1777.2,2791.31,2503.38,2576.86,3172.95,3070.58,3206.74,35337.8,67512.41
Insurance Benefits Retail,Layer 1 Item,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ins.Benefits - Administrative,Layer 1 Item,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ins.Benefits - Leasing,Layer 1 Item,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
