Account,Status,Source_Row,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Total
4210-0000,Layer 1 Item,28,2495.4,-5127.92,1468.47,1421.1,1468.47,1421.1,12124.07,-3534.88,9856.63,10222.11,-2228.75,32164.38,61750.17999999999
Resident Liability Insurance,Layer 1 Item,29,2208.26,2851.95,2616.54,2940.18,3086.95,2892.33,3696.34,3439.39,3379.19,3890.15,3703.52,37037.16,71741.95999999999
Post Verification Resident Insurance,Layer 1 Item,30,1762.9,2310.38,2017.85,2217.15,2241.5,1587.42,2162.15,2055.25,1971.03,2121.06,1926.74,24581.96,46955.39
Resident Insurance Expense,Layer 1 Item,31,-2978.66,-3871.44,-3475.9,-3868.0,-3996.23,-3360.1,-4393.61,-11951.24,-4505.28,-5038.87,-4704.18,-55549.08,-107692.59
Insurance – Additional Premiums,Layer 1 Item,32,298.31,288.17,1587.15,275.72,263.22,612.78,42.96,303.41,1434.54,418.06,202.0,6133.27,11859.59
REIMBURSED EXPENSE INCOME,Layer 1 Item,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric Reimbursement,Layer 1 Item,36,935.24,958.3,878.77,2563.1,1654.71,1749.74,1265.61,998.6,1173.05,1776.07,2556.75,17489.46,33999.4
Gas Reimbursement,Layer 1 Item,37,546.0,2379.88,2777.63,1640.88,346.95,1423.84,3111.59,1334.93,914.65,4414.63,3538.39,25073.83,47503.2
Water Reimbursement,Layer 1 Item,38,18397.2,22660.51,21471.62,23561.02,21956.19,24071.59,26851.74,23078.51,22907.48,21830.15,22435.45,270621.8,519843.26
Service Fee Reimbursement,Layer 1 Item,39,-2071.98,1940.66,-1386.72,1203.5,-476.18,400.9,407.5,-785.0,-98.4,579.4,534.66,5490.61,5738.95
RENTABLE ITEMS INCOME,Layer 1 Item,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4410-1000,Layer 1 Item,43,45.0,45.0,45.0,36.9,36.0,36.0,36.0,36.0,36.0,36.0,36.0,468.9,892.8
4420-1000,Layer 1 Item,44,2011.66,2209.83,2286.46,2251.69,2290.97,2330.0,2417.11,2616.62,2803.91,2961.02,3384.65,29450.69,57014.61
RESIDENT-RELATED OTHER INCOME,Layer 1 Item,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Administrative Fees,Layer 1 Item,48,1800.0,2500.0,1550.0,1550.0,1250.0,1050.0,1200.0,1250.0,1150.0,1400.0,1150.0,17450.0,33300.0
Amenity Fees,Layer 1 Item,49,15828.6,19796.93,22590.67,25360.35,27419.28,28512.09,28784.56,28932.56,29240.05,29320.02,29310.21,298828.63,583923.95
Cancelled Applications,Layer 1 Item,50,-100.0,-100.0,-200.0,0.0,-185.0,-85.0,-50.0,-100.0,-50.0,-85.0,0.0,-1055.0,-2010.0
Credit Report,Layer 1 Item,51,1925.0,2170.0,1645.0,1785.0,2520.0,1575.0,1680.0,1855.0,2205.0,2380.0,1645.0,24325.0,45710.0
Filing Fees,Layer 1 Item,52,4066.59,5211.03,3613.97,4445.77,4096.64,2886.64,3568.55,5497.99,2302.99,2206.77,1205.42,43349.8,82452.16
4500-1000,Layer 1 Item,53,14477.5,13912.5,14025.0,15225.0,14200.0,13875.0,15000.0,15975.0,15150.0,12075.0,11137.5,168552.5,323605.0
Maintenance,Layer 1 Item,54,17799.58,17722.96,15938.17,16202.61,26523.9,8758.04,28424.13,16923.56,18823.2,23497.14,12801.74,222249.07,425664.10000000003
Miscellaneous,Layer 1 Item,55,0.0,0.0,0.08,0.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,40.08,80.16
4520-1000,Layer 1 Item,56,50.0,50.0,25.0,150.0,150.0,75.0,175.0,150.0,75.0,50.0,175.0,1200.0,2325.0
4525-1000,Layer 1 Item,57,3905.39,9234.7,4647.91,5667.92,5368.88,5442.5,4666.68,5135.8,4849.28,5543.08,4334.16,64196.94,122993.24
Pre-Termination Fees,Layer 1 Item,58,6560.77,10455.31,7541.38,1150.12,2669.71,1671.23,3279.48,5231.57,934.5,4594.2,3139.84,52927.98,100156.09
Short Term Premium,Layer 1 Item,59,0.0,0.0,0.0,70.0,0.0,0.0,35.0,35.0,105.0,0.0,70.0,315.0,630.0
Transfer Fees,Layer 1 Item,60,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,950.0,1900.0
4555-1000,Layer 1 Item,61,5967.74,5383.35,6388.47,5275.35,5848.53,6068.83,5722.78,6178.77,5121.37,5934.75,7097.59,70080.33,135067.86000000002
Washer and Dryer,Layer 1 Item,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.88,0.0,0.0,0.0,-49.88,-99.76
Bad Debt Fees Expense,Layer 1 Item,63,-18332.17,-26624.84,-27147.5,-19993.23,-18142.9,-19357.37,-34703.18,-25514.5,-17312.97,-29050.43,-18600.57,-274318.22,-529097.8799999999
Bad Debt Fees Recovery,Layer 1 Item,64,-3514.7,-1710.57,-2377.99,-2137.58,-6355.76,-298.8,253.87,325.35,70.0,1182.28,808.52,-14917.35,-28672.73
5000-0000,Layer 1 Item,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADMINISTRATIVE,Layer 1 Item,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bank Charges,Layer 1 Item,73,660.34,495.05,714.25,803.21,479.93,684.88,509.07,578.18,678.45,444.54,1117.56,7942.37,15107.830000000002
Common Area Cable/Phone/Internet,Layer 1 Item,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.87,467.87,477.35,1423.09,2846.1800000000003
Computer Expenses,Layer 1 Item,75,7058.85,7790.43,9625.58,5711.48,5066.88,7924.67,6780.93,8240.87,6929.37,7418.51,8253.08,88783.32,169583.97000000003
Credit Reports,Layer 1 Item,76,926.48,1452.32,1195.66,1220.7,1208.18,1208.18,1208.18,1208.18,1208.18,1208.18,1208.18,14203.94,27456.36
5045-0000,Layer 1 Item,77,0.0,0.0,1560.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.32,3120.64
Dues and Subscriptions,Layer 1 Item,78,0.0,206.33,89.95,-178.27,979.12,31.0,128.08,94.95,208.17,167.17,280.55,2136.82,4143.870000000001
Licenses Fees Permits and Cert. of Occ.,Layer 1 Item,79,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,446.48,20.83,415.31,830.62
Entertainment,Layer 1 Item,80,0.0,0.0,0.0,588.77,693.78,0.0,59.99,0.0,0.0,102.68,0.0,1445.22,2890.44
Meals and Entertainment,Layer 1 Item,81,595.34,357.83,682.29,206.29,614.35,439.65,284.05,60.75,530.82,445.9,130.48,4979.77,9327.52
Office Equipment,Layer 1 Item,82,300.27,257.07,202.35,246.52,166.84,242.91,97.04,87.06,305.23,163.01,259.21,2694.15,5021.66
Office Supplies,Layer 1 Item,83,332.48,183.43,82.21,288.75,23.72,375.68,443.85,368.42,141.96,659.66,119.03,3150.39,6169.58
Postage and Freight,Layer 1 Item,84,99.79,97.59,184.36,174.25,141.8,116.53,172.39,104.18,63.2,117.09,42.31,1516.62,2830.1099999999997
HR Admin Expense,Layer 1 Item,85,588.56,588.56,595.28,614.95,804.41,616.4,681.54,782.24,705.19,917.86,544.86,8365.6,15805.449999999999
Legal Admin Expense,Layer 1 Item,86,344.91,345.52,362.88,356.39,345.27,345.47,-176.37,516.91,372.93,463.57,466.82,4284.13,8028.43
Legal Fees - Resident,Layer 1 Item,87,13606.55,4530.95,9414.14,8928.3,8497.91,6187.91,11271.24,2999.81,9558.19,2991.84,184.34,75423.8,153594.97999999998
Legal Fees - Site,Layer 1 Item,88,37.52,0.0,0.0,0.0,0.0,10.98,0.0,0.0,0.0,0.0,0.0,77.83,126.33
Legal Fees - Employee,Layer 1 Item,89,22.32,0.0,1270.8,0.0,0.0,0.0,13.05,0.0,0.0,14.57,0.0,1326.34,2647.08
Other Administrative Costs,Layer 1 Item,90,0.0,0.0,0.0,156.28,0.0,0.0,0.0,112.53,46.09,0.0,0.0,314.9,629.8
Site Fleet Travel,Layer 1 Item,91,548.81,340.11,122.08,225.48,312.46,197.84,399.31,673.54,718.23,691.17,370.01,4718.7,9317.74
Site Fleet Lease Payments,Layer 1 Item,92,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,688.8,31.8,1038.6,2045.3999999999999
Site Office Travel,Layer 1 Item,93,3293.96,1826.57,3961.8,1737.64,1889.61,3515.6,1304.57,181.91,1759.09,1811.32,1234.75,23769.03,46285.85
Telephone and Communication Devices,Layer 1 Item,94,438.75,244.92,244.92,244.96,945.67,245.67,114.88,379.29,248.41,248.41,248.59,3824.07,7428.54
Training and Seminars,Layer 1 Item,95,2127.26,229.56,947.44,374.84,222.3,492.33,2232.12,1030.74,1038.85,19.44,1132.26,13444.73,23291.870000000003
5200-0000,Layer 1 Item,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising,Layer 1 Item,99,5590.71,8095.0,7884.72,7508.71,5481.37,4386.63,7516.15,5472.17,5161.86,5246.34,5326.89,76309.33,143979.88
Call Center Services,Layer 1 Item,100,3692.63,2292.63,2302.63,2258.63,1882.95,2303.63,2390.63,2397.63,2422.37,2400.37,2396.56,29117.13,55857.79000000001
Brochures and Related Materials,Layer 1 Item,101,19.04,397.39,206.44,576.03,912.48,-531.28,220.1,7.56,-82.56,85.0,163.59,1973.79,3947.58
Locator and Realtor Fees,Layer 1 Item,102,500.0,3000.0,1506.45,1100.0,1600.0,600.0,1100.0,1100.0,2160.0,1620.0,2140.0,16926.45,33352.9
Model Furniture and Supplies,Layer 1 Item,103,0.0,0.0,0.0,0.0,0.0,0.0,53.95,0.0,0.0,0.0,0.0,53.95,107.9
Promotions and Other Marketing,Layer 1 Item,104,124.87,287.36,3043.98,138.81,962.31,924.72,288.69,188.06,170.33,143.45,1041.51,7931.48,15245.57
Referral Fees,Layer 1 Item,105,700.0,1050.0,700.0,1050.0,700.0,1750.0,350.0,350.0,700.0,350.0,700.0,8400.0,16800.0
Resident Promotion Credits,Layer 1 Item,106,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,1063.51,2063.51
5300-0000,Layer 1 Item,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maintenance Payroll,Layer 1 Item,110,22469.04,32482.86,33482.9,29649.79,27293.01,29998.58,22573.27,25491.07,22850.39,27803.45,34771.73,343536.13,652402.22
Maintenance Payroll Bonus,Layer 1 Item,111,2611.05,1918.17,2301.37,2865.28,1979.98,3521.85,1331.84,4250.0,990.9,1220.0,4849.98,29190.42,57030.84
Maintenance Payroll Quarterly Bonus,Layer 1 Item,112,2874.0,0.0,-937.51,2874.0,0.0,0.0,320.09,0.0,-1910.23,1330.0,0.0,4566.2,9116.55
Office Payroll,Layer 1 Item,113,30498.31,33915.73,27210.61,22259.52,25975.44,22825.42,26925.56,31122.03,28415.57,30348.15,22725.87,335086.01,637308.22
Office Payroll Bonus,Layer 1 Item,114,2488.97,7481.82,3798.59,5084.76,3020.01,3378.11,2968.2,2850.0,4909.08,3980.0,1699.98,46416.66,88076.18000000001
Office Payroll Quarterly Bonus,Layer 1 Item,115,0.0,0.0,2867.95,0.0,0.0,0.0,2867.95,0.0,2138.14,1826.0,0.0,12617.21,22317.25
Regional Sales Payroll Bonus,Layer 1 Item,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.75,0.0,0.0,420.75,841.5
Capital Project Payroll,Layer 1 Item,117,0.0,0.0,0.0,0.0,0.0,832.24,494.92,0.0,0.0,0.0,0.0,1327.16,2654.32
Temporary Outside Help,Layer 1 Item,118,0.0,4617.76,8040.61,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12695.17,25390.339999999997
Employee Apartments,Layer 1 Item,119,4546.3,3952.3,3941.0,4548.44,4888.42,3177.26,4493.03,4469.16,3804.62,3538.21,4615.4,51216.01,97190.15000000001
401K Match,Layer 1 Item,120,915.71,1157.36,1205.81,1054.69,910.44,808.48,791.9,1170.59,1058.04,1124.07,989.0,12685.5,23871.59
Employee Life and Long Term Disability,Layer 1 Item,121,-584.96,-92.13,-236.75,299.68,1.38,90.09,96.03,117.45,138.63,72.12,148.62,885.88,936.04
Health Benefits,Layer 1 Item,122,6903.32,8092.28,6412.42,6339.72,3893.07,5415.39,5144.7,5544.9,5745.16,5263.61,13817.39,78214.56,150786.52
Workers Compensation Insurance,Layer 1 Item,123,1184.2,1274.47,1280.91,1204.74,1235.27,1247.87,1185.12,1212.55,1211.4,1236.92,1218.57,14854.27,28346.29
Workers Compensation Audit Adjustments,Layer 1 Item,124,0.0,0.0,0.0,0.0,0.0,3265.78,740.74,0.0,0.0,0.0,0.0,4006.52,8013.040000000001
Payroll Taxes,Layer 1 Item,125,4615.64,5530.56,5711.59,5067.45,5361.18,5971.44,4952.27,8228.28,5419.3,5960.13,5493.38,68608.71,130919.93000000001
Payroll Admin Fees,Layer 1 Item,126,1107.43,1404.32,1464.37,1149.88,1270.81,1362.13,1040.34,1246.32,1180.14,1318.35,1238.07,15477.69,29259.85
Recruitment Costs,Layer 1 Item,127,159.59,414.51,585.08,173.01,1673.01,248.56,695.6,243.68,-243.68,254.22,0.0,4838.4,9041.98
5400-0000,Layer 1 Item,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exterminating,Layer 1 Item,131,831.25,1231.25,1181.25,1531.25,1581.25,1031.25,1379.25,2012.5,2058.0,1331.25,2998.31,18177.06,35343.87
Fire Protection,Layer 1 Item,132,365.12,1118.65,365.12,365.12,1786.79,1065.12,1065.12,641.77,1087.5,1250.0,0.0,9475.4,18585.71
Grounds Maintenance,Layer 1 Item,133,7437.47,8108.89,10094.2,7384.48,7252.0,7252.0,7252.0,110.33,150.32,7340.76,7376.99,77245.49,147004.93
Common Area Cleaning,Layer 1 Item,134,9250.0,6650.0,7285.0,9050.0,7240.0,7220.0,8950.0,7160.0,7160.0,8950.0,7160.0,95125.0,181200.0
Common Area Floor and Carpet Cleaning,Layer 1 Item,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.86,0.0,101.86,203.72
Painting - Common Area,Layer 1 Item,136,375.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876.58,2101.58
Pool Contracts,Layer 1 Item,137,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,1040.0
Security and Patrol,Layer 1 Item,138,0.0,0.0,1998.0,0.97,1277.66,1377.0,13.5,0.0,0.0,0.0,0.0,4667.13,9334.26
Snow Removal Costs,Layer 1 Item,139,0.0,0.0,0.0,0.0,0.0,25174.46,6114.18,12832.72,11306.99,183.02,0.0,55611.37,111222.73999999999
TURNOVER COSTS,Layer 1 Item,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carpet Cleaning,Layer 1 Item,143,1605.0,2512.44,2994.3,740.85,2115.63,2333.48,327.07,607.0,3468.4,2294.94,871.88,19085.99,38956.98
Contract Cleaning,Layer 1 Item,144,2565.0,5345.0,14496.0,5426.5,8895.0,7124.0,1466.0,2982.0,4560.0,5149.0,3720.0,64378.5,126107.0
Cleaning Supplies,Layer 1 Item,145,188.33,478.12,107.22,521.96,422.54,436.39,212.89,962.1,-238.24,282.33,432.05,3863.99,7669.679999999999
Floor Refinishing and Repairs,Layer 1 Item,146,0.0,0.0,0.0,875.0,300.0,0.0,0.0,44.64,1067.95,975.0,575.0,4612.59,8450.18
Paint Supplies,Layer 1 Item,147,2280.4,3370.07,1860.77,2043.76,3547.02,911.9,1290.22,2162.65,4014.75,3970.2,5953.97,32578.19,63983.9
Painting - Contract Labor,Layer 1 Item,148,26975.0,11725.0,32445.0,25675.0,23975.0,16450.0,15168.0,13650.0,27500.0,23111.0,20150.0,262267.42,499091.42
Punchouts / Trashouts,Layer 1 Item,149,5875.0,8175.0,14375.0,7700.0,17250.0,3550.0,18525.0,8941.0,7260.0,12050.0,9175.0,115176.0,228052.0
Resident Moving Expense,Layer 1 Item,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,450.0,900.0
Tub and Sink and Countertop Glazing,Layer 1 Item,151,4167.03,30.0,10985.0,6140.0,5860.0,4073.0,2051.0,3018.0,3380.0,6090.53,3780.0,50224.56,99799.12
Tub Surrounds and Ceramic Tile,Layer 1 Item,152,138.38,0.0,0.0,0.0,0.0,0.0,875.0,2200.0,-1950.0,0.0,0.0,1263.38,2526.76
REPAIRS AND MAINTENANCE,Layer 1 Item,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Appliance Supplies and Repairs,Layer 1 Item,156,148.72,1543.66,178.85,798.66,1152.69,341.01,-55.49,731.17,1585.43,752.96,710.23,11148.29,19036.18
Balcony Patio and Stairway Repairs,Layer 1 Item,157,0.0,0.0,0.0,1060.0,0.0,890.0,0.0,0.0,275.0,0.0,1035.51,3260.51,6521.02
Building and Maintenance Equipment,Layer 1 Item,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.78,0.0,0.0,179.78,359.56
Maintenance Supplies,Layer 1 Item,159,1062.2,1408.79,2423.02,792.86,2579.8,1541.93,5773.85,927.33,4128.46,2644.09,3658.27,27323.23,54263.83
Clubhouse and Amenity Repairs,Layer 1 Item,160,0.0,250.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,37.11,941.21,1528.3200000000002
Electrical Fixtures Supplies and Repairs,Layer 1 Item,161,1340.7,4399.66,5580.52,3129.72,2121.04,8656.06,2034.71,3260.36,1641.56,2395.09,2924.1,41240.39,78723.91
Garbage Disposals,Layer 1 Item,162,1076.08,0.0,937.68,381.54,1125.22,268.54,0.0,157.36,264.08,0.0,519.4,5427.24,10157.14
Doors External,Layer 1 Item,163,1437.81,424.57,4660.18,2341.77,1916.51,108.76,215.2,0.0,700.0,4561.83,1869.68,18575.51,36811.82
Doors Internal,Layer 1 Item,164,757.01,1506.55,2418.24,890.52,1668.4,140.24,1106.38,1540.27,1200.92,1863.97,3440.23,16532.73,33065.46
HVAC Supplies and Repairs,Layer 1 Item,165,17417.8,13524.6,5349.54,3489.37,9051.77,4985.53,3215.08,1710.96,566.51,7673.8,1472.92,73342.05,141799.93
Locks and Keys,Layer 1 Item,166,521.12,884.41,234.89,1385.98,1171.68,1721.21,483.29,340.95,990.66,583.03,2020.86,10645.73,20983.809999999998
Microwaves,Layer 1 Item,167,0.0,0.0,1495.38,254.39,0.0,290.33,296.8,593.6,593.6,0.0,814.13,4338.23,8676.46
5622-0000,Layer 1 Item,168,0.0,0.0,0.0,0.0,75.22,78.63,0.0,127.07,97.91,154.5,211.43,744.76,1489.52
Repairs – External Water Intrusion & Storms,Layer 1 Item,169,1235.2,2.86,6053.78,0.0,1722.34,0.0,1348.86,0.0,0.0,0.0,0.0,10363.04,20726.08
Repairs – Pipe Breaks/Leaks & Mechanical Failures,Layer 1 Item,170,815.0,19717.98,9217.06,6698.9,17478.12,5148.38,5801.42,1504.62,10065.55,1709.49,467.86,79024.38,157648.76
Parking Lot and Sidewalk Repairs,Layer 1 Item,171,36.8,0.0,789.7,196.48,0.0,27.31,49.73,0.0,0.0,209.14,836.56,2145.72,4291.44
Plumbing Supplies and Repairs,Layer 1 Item,172,12563.99,13432.05,10960.89,12856.81,25330.03,1236.94,8411.55,11349.82,3350.14,6496.07,8476.68,120643.66,235108.62999999998
Pool Supplies and Repairs,Layer 1 Item,173,1080.58,1218.55,933.91,-661.55,316.55,0.0,0.0,0.0,0.0,0.0,0.0,3825.4,6713.4400000000005
Rangehoods,Layer 1 Item,174,0.0,0.0,448.64,538.37,358.92,177.39,322.48,358.91,413.28,758.98,508.15,4602.96,8488.08
Resident Maintenance Credits,Layer 1 Item,175,195.0,995.0,147.41,0.0,0.0,0.0,50.0,56.23,0.0,55.03,0.0,1498.67,2997.34
Resident Abatements,Layer 1 Item,176,0.0,0.0,0.0,0.0,0.0,1253.08,0.0,707.7,3122.8,0.0,0.0,5083.58,10167.16
Roof Supplies and Repairs,Layer 1 Item,177,0.0,1907.5,0.0,0.0,-122.5,0.0,1312.5,3475.0,0.0,0.0,6000.0,17462.5,30035.0
Siding and Fascia Repairs,Layer 1 Item,178,0.0,1312.5,0.0,0.0,-1312.5,0.0,0.0,1295.0,0.0,900.0,7155.0,9350.0,18700.0
Fire Protection Supplies and Repairs,Layer 1 Item,179,60.4,0.0,1811.01,4.34,0.0,2063.69,180.1,0.0,0.0,1973.46,1066.32,8163.83,15323.15
5638-0000,Layer 1 Item,180,89.25,61.94,76.77,303.85,74.44,547.16,2700.22,99.01,169.61,-37.41,2227.66,6386.94,12699.439999999999
Vehicle Fleet - Maintenance,Layer 1 Item,181,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,288.0,552.0
Vehicle Expense - Maintenance,Layer 1 Item,182,86.28,54.38,44.61,31.53,99.06,75.46,0.0,58.87,0.0,0.0,35.22,554.14,1039.55
Window Covering,Layer 1 Item,183,0.0,2019.57,3125.9,1152.01,3660.51,233.09,1158.72,1654.93,1169.17,2524.09,3738.1,21166.02,41602.11
Window Repairs,Layer 1 Item,184,247.17,1200.22,2778.88,4656.71,2543.67,3433.64,3.78,0.0,1497.16,26.5,22.12,17443.31,33853.16
Misc. Repairs,Layer 1 Item,185,1200.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.0,4100.0
Vendor Rebates,Layer 1 Item,186,0.0,0.0,-1851.57,-2564.99,-690.37,0.0,-75.0,0.0,-9785.98,-12036.35,-449.58,-27453.84,-54907.68000000001
Other Non-Controllable,Layer 1 Item,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulk Cable & Internet,Layer 1 Item,191,9400.0,9390.0,9390.0,9390.0,9390.0,9390.0,14538.53,18790.0,16359.26,21200.74,17548.0,154176.53,298963.06
5800-0000,Layer 1 Item,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric - Common,Layer 1 Item,195,4296.04,4361.75,4400.35,3404.98,3668.43,2705.06,3574.02,4053.5,3569.86,4067.93,3540.44,45279.43,86921.79000000001
Electric - Vacant,Layer 1 Item,196,2131.76,6470.55,4664.94,4531.45,3255.3,2317.86,2831.4,2603.17,3118.59,3182.59,2169.07,40944.65,78221.33
Gas - Common,Layer 1 Item,197,337.27,1669.86,-1485.36,1341.11,993.29,1204.44,1264.52,1549.33,1657.32,1542.88,1189.54,13293.12,24557.32
Gas - Vacant,Layer 1 Item,198,3408.63,2459.22,2553.08,2312.36,2407.45,3073.48,3361.97,5534.43,7216.81,6029.43,5042.45,48468.05,91867.36
5840-1000,Layer 1 Item,199,8297.01,8617.23,9830.64,8813.52,9282.01,9208.98,7985.05,8711.72,10565.25,6774.48,9671.11,105810.93,203567.93
5850-0000,Layer 1 Item,200,7454.56,8050.95,8154.1,6542.37,8105.91,7937.49,7873.34,7936.89,6885.55,7669.27,7742.12,91354.4,175706.95
5855-0000,Layer 1 Item,201,16432.92,17001.5,17307.58,15067.59,17601.18,17372.7,17030.57,17583.62,14681.22,16551.04,17142.21,198795.92,382568.05
