Account,Status,Source_Row,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Total
4315 Write offs to Rent,Layer 1 Item,14,-200.0,-294.98,-125.0,-2604.03,-2943.75,-338.34,-2613.79,-210.0,0.0,-749.03,-15583.76,60037.39,34374.71
4316 Net Delinquency,Layer 1 Item,15,-433.01,-4844.31,-4260.68,-3429.54,-5148.61,-6137.73,-1690.19,-928.4,-4066.61,-5825.0,-43858.08,23241.92,-57380.240000000005
4317 Down Units,Layer 1 Item,16,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1400.0,-1675.0,-700.0,-700.0,-15575.0,-15575.0,-44025.0
4318 Vacancy Loss,Layer 1 Item,17,-26894.16,-29843.55,-29580.03,-30980.64,-29683.86,-26920.0,-27616.12,-35345.84,-37773.4,-38981.44,-379498.63,-140564.26,-833681.9299999999
4319 Net Prepaid Timing,Layer 1 Item,18,-14512.23,-5672.62,3353.08,-6217.04,4679.69,4150.3,-4507.84,333.49,-6150.47,-4562.73,-13936.05,-13936.05,-56978.47
4320 Rent Adjustments,Layer 1 Item,19,-2889.49,-1015.87,1195.43,608.71,1538.53,1422.0,275.35,1471.92,353.4,2040.74,16254.83,16254.83,37510.380000000005
4314.1 Rental Concessions,Layer 1 Item,20,0.0,-200.0,-510.08,-200.0,-200.0,-200.0,-200.0,0.0,0.0,0.0,-1510.08,-1510.08,-4530.24
4400 OTHER FEE INCOME,Layer 1 Item,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4410 Late Fees,Layer 1 Item,24,2270.0,2761.54,3075.0,2400.0,2925.0,2863.0,2912.0,3375.0,3000.0,2925.0,34431.54,-13526.81,49411.270000000004
4415 NSF,Layer 1 Item,25,490.0,350.0,210.0,70.0,280.0,350.0,105.0,105.0,175.0,35.0,3080.0,-1081.63,4168.37
4420 Application Fees,Layer 1 Item,26,1360.0,809.87,1280.0,760.0,1120.0,440.0,600.0,520.0,540.0,600.0,11909.87,1606.5,21546.24
4421 Administrative Fee,Layer 1 Item,27,2100.0,1500.0,2500.0,1300.0,1800.0,800.0,700.0,500.0,600.0,1000.0,19300.0,-868.17,31231.83
4425 Forfeited Deposits,Layer 1 Item,28,0.0,350.0,400.0,155.0,350.0,0.0,350.0,600.0,0.0,0.0,2598.0,-3727.0,1076.0
4435 Collections,Layer 1 Item,29,66.37,0.0,0.0,120.0,750.0,723.55,0.0,4360.66,1191.88,0.0,17773.74,15573.74,40559.94
4440 Termination Fees,Layer 1 Item,30,0.0,0.0,0.0,0.0,1594.03,723.64,0.0,0.0,0.0,0.0,2967.67,1317.67,6603.01
4445 Cleaning and Damages,Layer 1 Item,31,240.8,343.47,358.0,800.68,1627.62,57.34,642.81,0.0,0.0,0.0,6194.62,1611.25,11876.59
4446 Trash Fees,Layer 1 Item,32,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,-3100.0,-2700.0
4450 Legal Fees,Layer 1 Item,33,0.0,0.0,10.49,0.0,134.26,73.23,0.0,0.0,0.0,0.0,1883.44,-2977.68,-876.2599999999998
4455 Transfer Fees,Layer 1 Item,34,0.0,0.0,150.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,600.0,-3066.63,-2016.63
4465 Vending/Misc.,Layer 1 Item,35,0.0,79.79,132.72,12.09,139.24,0.0,74.6,1243.76,25.0,25.0,1907.5,550.87,4190.57
4470 Month to Month / Short Term,Layer 1 Item,36,950.81,807.26,904.57,442.74,816.94,241.6,391.15,462.6,271.06,300.0,7905.39,-1967.99,11526.130000000001
4476 Water/Sewer Income,Layer 1 Item,37,4977.96,4985.82,5215.36,4942.25,5221.29,5387.19,5367.93,5654.16,5603.75,5668.22,62237.1,8920.1,124181.13
4478 Electric,Layer 1 Item,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.54,93.54,187.08
4479 Pest Control,Layer 1 Item,39,400.0,0.0,450.0,0.0,337.0,0.0,100.53,0.0,0.0,0.0,1437.53,337.53,3062.59
4480 Pet Fees,Layer 1 Item,40,0.0,610.0,750.0,1570.0,10.0,610.0,1710.0,310.0,10.0,310.0,7490.0,1165.0,14545.0
4481 Pet Rent,Layer 1 Item,41,504.91,450.0,522.79,476.45,537.34,490.0,521.92,569.99,566.78,538.06,6168.82,536.82,11883.88
4487 Laundry Income,Layer 1 Item,42,81.66,788.2,30.35,168.26,231.04,27.09,731.26,184.72,143.35,0.0,2925.42,-759.58,4551.7699999999995
4489 Renter's Liability Income (PDLW),Layer 1 Item,43,2931.58,3056.22,3300.87,3187.19,3328.54,3334.65,3340.86,3346.33,3284.07,3266.29,37246.05,19604.16,89226.81
4499 Delinquency - Other Income,Layer 1 Item,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1139.71,-1139.71
EXPENSE,Layer 1 Item,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000 ADMINISTRATIVE,Layer 1 Item,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000 ADMINISTRATIVE - Other,Layer 1 Item,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1100.0
5010 Office,Layer 1 Item,50,0.0,24.18,305.23,625.85,0.0,1181.19,76.5,327.77,442.55,0.0,4016.64,1318.36,8318.27
5015 Postage and Printing,Layer 1 Item,51,0.0,61.75,0.0,117.47,0.0,0.0,398.34,0.0,0.0,68.24,666.65,-490.65,821.7999999999998
5020 Credit Reports,Layer 1 Item,52,1404.16,870.93,587.23,886.26,259.47,596.72,522.37,535.82,183.02,380.77,8410.61,-4550.38,10086.98
5023 Copier,Layer 1 Item,53,335.89,287.05,339.49,458.29,116.54,669.8,1322.07,458.48,-400.0,468.21,6225.43,-1274.0,9007.25
5025 Social,Layer 1 Item,54,0.0,55.15,0.0,0.0,0.0,0.0,0.0,38.17,0.0,0.0,93.32,841.68,1028.32
5026 Refreshments,Layer 1 Item,55,4.45,81.92,100.31,95.51,0.0,138.27,99.76,5.68,9.46,0.0,1095.87,389.13,2020.3600000000001
5030 Answering Service,Layer 1 Item,56,178.0,89.0,178.0,178.0,89.0,178.0,356.0,178.0,89.0,178.0,2225.0,-267.0,3649.0
5035 Telephone,Layer 1 Item,57,321.93,311.6,316.6,212.31,0.0,640.51,323.13,641.33,314.27,126.94,3946.61,-229.05,6926.179999999999
5043 Internet Service,Layer 1 Item,58,321.93,311.61,432.67,212.31,0.0,640.5,323.13,641.34,314.28,126.93,4062.7,-268.14,7119.259999999999
5045 Travel,Layer 1 Item,59,11.7,121.1,0.0,0.0,26.33,0.0,0.0,81.91,20.47,0.0,1202.49,5692.09,7156.09
5050 Fees/Licenses,Layer 1 Item,60,0.0,986.0,0.0,89.3,80.18,160.0,736.28,521.57,982.49,3091.41,8248.08,-8248.08,6647.230000000001
5060 Legal FED/Evictions,Layer 1 Item,61,832.73,1737.91,2674.74,884.78,167.3,997.03,1907.13,916.78,16.0,0.0,11799.86,13551.95,35486.21000000001
5070 Bank Fees,Layer 1 Item,62,90.0,40.3,47.0,120.0,70.0,97.5,70.0,104.75,246.7,610.67,1693.92,-1285.16,1905.68
5071 Computer Equipment / Service,Layer 1 Item,63,144.04,171.51,32.3,102.9,20.58,20.58,0.0,1680.54,5.88,102.89,2368.68,-1545.11,3104.79
5072 Software,Layer 1 Item,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,-60.0,60.0
5075 Uniforms,Layer 1 Item,65,0.0,95.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,595.0,-595.0,495.0
5076 Property Mgmt Software,Layer 1 Item,66,765.8,2200.03,911.26,494.23,262.0,4902.69,262.0,262.0,1205.2,0.0,13038.61,-7394.73,16909.09
5080 Employee Training,Layer 1 Item,67,150.0,125.76,62.88,62.88,62.88,62.88,62.88,62.88,1372.88,62.88,2702.64,-199.26,4592.18
5091 Online Payment Processing Fees,Layer 1 Item,68,154.75,139.55,145.55,135.75,119.15,139.75,153.95,151.75,94.0,-94.0,1440.1,-138.03,2442.27
5095 Reserve Inspect/Process Fee,Layer 1 Item,69,-1784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1784.0
5200 ADVERTISING,Layer 1 Item,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5215 Internet Advertising,Layer 1 Item,72,3329.06,2787.11,3011.2,3445.0,3096.28,2639.63,3779.7,2411.0,2102.1,3354.95,36862.01,-7129.01,59689.030000000006
5217 Website Fees,Layer 1 Item,73,0.0,352.0,0.0,240.0,384.0,0.0,0.0,0.0,1124.0,0.0,2100.0,-2100.0,2100.0
5220 Signs,Layer 1 Item,74,558.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119.5,-1162.5,1515.48
5225 Resident Referral,Layer 1 Item,75,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,350.0,750.0
5235 Indeed,Layer 1 Item,76,0.0,658.5,0.0,0.0,172.34,637.16,13.62,340.22,0.0,0.0,2498.23,-2498.23,1821.8399999999997
5240 Promotional,Layer 1 Item,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3575.0,3575.0
"5245 Brochures, Business Cards",Layer 1 Item,78,0.0,127.11,0.0,0.0,0.0,0.0,384.13,0.0,384.13,0.0,895.37,-40.37,1750.3700000000001
5250 Market Survey Fee,Layer 1 Item,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.34,577.34,-577.34,577.34
5400 PAYROLL,Layer 1 Item,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5409 Area Manager,Layer 1 Item,82,0.0,0.0,0.0,898.14,0.0,0.0,0.0,0.0,0.0,0.0,936.45,-936.45,898.1400000000001
5410 Manager,Layer 1 Item,83,3203.86,5523.86,5863.08,11543.1,6115.41,4076.94,4076.94,4076.94,5576.94,6115.41,65449.42,-19802.02,101819.88
5415 Manager Incentive,Layer 1 Item,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,4500.0
5420 Assistant Manager,Layer 1 Item,85,0.0,3248.55,3031.94,-329.67,4722.7,3169.33,3105.05,3223.18,3746.88,4449.56,29742.65,188.71,58298.880000000005
5425 Leasing,Layer 1 Item,86,4633.21,2133.08,2623.4,-1973.85,5701.14,2593.82,2488.7,3802.33,5115.2,7249.55,45126.59,10434.73,89927.9
5430 Commission,Layer 1 Item,87,2895.0,1120.0,1378.56,2180.45,1850.0,1100.01,2500.0,2550.02,1875.0,1731.95,21580.99,-6850.99,33910.990000000005
5435 Maintenance,Layer 1 Item,88,4443.45,6921.64,6736.91,2775.72,11002.06,5885.11,7158.62,7985.82,8254.8,10808.12,79147.28,-48151.76,102967.76999999999
5440 Grounds,Layer 1 Item,89,2252.39,2209.55,2235.1,-5597.76,2826.36,1938.31,2227.0,2094.7,2655.3,3261.58,21749.22,3450.78,41302.53
5446 Year End Bonus,Layer 1 Item,90,0.0,0.0,0.0,-8.21,0.0,0.0,0.0,0.0,594.08,0.0,585.87,-585.87,585.87
5448 Payroll Adjustment,Layer 1 Item,91,188.12,188.12,188.12,191.57,-752.49,195.01,195.0,195.0,195.0,836.76,679.61,-1620.21,679.6100000000001
5449 Payroll Reimbursement,Layer 1 Item,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.07,462.07,-462.07,462.07
5450 Temp Office Staff,Layer 1 Item,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.0,1232.0
5460 Payroll Taxes & Workers Comp,Layer 1 Item,94,1837.84,2282.93,2365.88,221.37,3390.51,2000.52,2291.83,2664.51,2860.5,3764.63,28046.61,-9455.71,42271.420000000006
5470 Medical & Other Benefits,Layer 1 Item,95,2716.22,4762.82,3163.0,3257.74,4131.12,2733.17,2869.64,2850.08,3727.58,9422.28,46414.36,-23692.12,62355.890000000014
5475 401K,Layer 1 Item,96,155.04,163.49,63.92,249.2,45.16,102.32,161.14,182.53,171.9,1701.63,3321.86,-2405.01,3913.1800000000003
5600 INTERIOR REPAIRS,Layer 1 Item,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5600 INTERIOR REPAIRS - Other,Layer 1 Item,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,1650.0
5605 Painting Labor,Layer 1 Item,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,10440.0,11440.0
5606 Painting Supplies,Layer 1 Item,101,49.25,557.68,143.36,621.29,130.02,2721.58,226.57,425.78,310.11,48.49,5767.0,299.17,11300.3
5610 Plumbing Contract Services,Layer 1 Item,102,315.0,525.0,440.0,750.0,150.0,250.0,775.0,0.0,400.0,350.0,4705.0,8697.4,17357.4
5611 Plumbing Supplies,Layer 1 Item,103,0.0,188.18,158.8,1004.32,15.37,263.17,13.0,0.0,29.9,293.75,2754.55,34.83,4755.870000000001
5615 Electrical Labor,Layer 1 Item,104,100.0,325.0,425.0,0.0,200.0,500.0,500.0,0.0,175.0,100.0,2325.0,-2325.0,2325.0
5616 Electrical Supplies,Layer 1 Item,105,51.07,162.91,127.5,5.32,48.18,571.28,84.75,35.86,108.81,509.37,1744.83,906.5,4356.379999999999
5617 Cleaning Supplies,Layer 1 Item,106,49.57,13.29,10.43,0.0,62.92,179.77,38.44,0.0,0.0,70.16,543.88,704.4,1672.8600000000001
5618 Contract Cleaning,Layer 1 Item,107,880.0,160.0,880.0,1120.0,400.0,1280.0,320.0,480.0,625.0,560.0,8670.0,377.5,15752.5
5619 Carpet Cleaning Occupied,Layer 1 Item,108,0.0,0.0,0.0,230.0,0.0,0.0,65.0,0.0,0.0,0.0,295.0,-295.0,295.0
5620 Carpet Cleaning Vacant,Layer 1 Item,109,0.0,90.0,0.0,235.0,0.0,175.0,0.0,65.0,0.0,0.0,850.0,85.0,1500.0
5621 Floor Covering Repair,Layer 1 Item,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.57,1802.57
5622 Carpet Wet Vac,Layer 1 Item,111,0.0,3317.5,3800.0,3171.26,2560.31,0.0,1232.47,381.74,996.0,0.0,20616.86,-19725.86,16350.279999999999
5625 Hardware,Layer 1 Item,112,240.86,12.33,0.0,12.33,35.99,194.74,22.53,0.0,0.0,0.0,613.18,391.67,1523.63
5630 Carpentry Supplies,Layer 1 Item,113,37.91,59.58,224.77,359.21,0.0,336.5,148.68,301.23,63.55,5604.14,7593.43,-6591.99,8137.01
5631 Carpentry Labor,Layer 1 Item,114,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,-1200.0,1200.0
5637 Light Fixtures and Bulbs,Layer 1 Item,115,0.0,0.0,0.0,0.0,325.0,28.48,32.18,37.95,72.45,0.0,735.2,-130.2,1101.06
5645 Fire/Safety,Layer 1 Item,116,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,16.51,0.0,799.51,960.49,1945.51
5650 Appliance Repair & Supplies,Layer 1 Item,117,0.0,0.0,0.0,0.0,0.0,0.0,74.21,41.32,110.9,0.0,684.3,690.7,1601.43
5655 Blinds,Layer 1 Item,118,0.0,0.0,-1166.35,197.2,0.0,0.0,125.67,70.08,37.96,0.0,806.27,-641.27,-570.4399999999998
5660 Locks and Keys,Layer 1 Item,119,-1551.58,37.02,0.0,11.73,0.0,0.0,0.0,0.0,0.0,0.0,289.75,535.25,-677.8299999999999
5670 Travel Maintenance,Layer 1 Item,120,201.94,729.09,447.75,687.29,575.06,476.78,454.84,543.47,300.69,571.55,5391.52,-5391.52,4988.459999999999
5700 EXTERIOR REPAIRS,Layer 1 Item,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5700 EXTERIOR REPAIRS - Other,Layer 1 Item,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,550.0
5701 HVAC Labor,Layer 1 Item,124,210.0,355.0,105.0,755.0,1320.0,605.0,315.0,0.0,0.0,600.0,4895.0,1608.75,10768.75
5702 HVAC Supplies,Layer 1 Item,125,505.97,0.0,1000.27,389.08,2663.24,2694.7,268.86,428.78,120.07,0.0,10281.45,-1260.24,17092.179999999997
5705 Painting Labor,Layer 1 Item,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,600.0,1100.0
5706 Painting Supplies,Layer 1 Item,127,166.65,0.0,0.0,0.0,0.0,0.0,0.0,315.99,0.0,0.0,1062.63,1935.97,3481.24
5710 Plumbing Contract Services,Layer 1 Item,128,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,962.5,5827.0,-2857.0,5282.5
5711 Plumbing Supplies,Layer 1 Item,129,0.0,0.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,88.98,1527.58,1641.86
5712 Sewage Lines,Layer 1 Item,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1100.0
5715 Electrical Labor,Layer 1 Item,131,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,-200.0,100.0
5716 Electrical Supplies,Layer 1 Item,132,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,-985.0,425.0
5720 Supplies Exterior,Layer 1 Item,133,0.0,12.9,0.0,57.2,0.0,280.5,0.0,49.9,0.0,0.0,1414.18,-754.18,1060.5
5735 Landscaping/Grounds,Layer 1 Item,134,1906.6,240.86,545.72,242.25,0.0,1484.27,1484.0,428.87,150.0,0.0,8328.53,-7258.12,7552.980000000002
5740 Pool Supplies,Layer 1 Item,135,420.62,46.34,0.0,165.0,0.0,2714.94,0.0,0.0,0.0,0.0,3505.08,289.92,7141.9
5745 Pool Repair/Opening,Layer 1 Item,136,0.0,2154.9,0.0,0.0,0.0,0.0,0.0,0.0,1190.25,0.0,3345.15,-3345.15,3345.15
5750 Recreational Amenity,Layer 1 Item,137,0.0,288.63,0.0,0.0,0.0,35.17,0.0,0.0,0.0,0.0,323.8,-323.8,323.8
5755 Signage,Layer 1 Item,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,330.0
5760 Concrete Repairs,Layer 1 Item,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,400.0,700.0
5780 Irrigation/Drainage,Layer 1 Item,140,33.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54,-33.54,33.54
5790 Glass/Screens,Layer 1 Item,141,440.35,0.0,343.47,0.0,0.0,0.0,1731.59,438.17,43.78,0.0,3143.37,871.63,7012.36
5900 SERVICES,Layer 1 Item,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5910 Trash,Layer 1 Item,144,0.0,0.0,1370.0,5289.98,4389.99,2029.99,1824.99,2029.99,1045.0,3014.98,25364.92,-3089.92,43269.92
5915 Pest Control,Layer 1 Item,145,448.0,2342.0,1784.0,3698.0,2857.0,1643.0,2166.04,190.0,1466.0,758.0,20682.04,-9869.04,28165.04
5935 Landscaping/Grounds Contract,Layer 1 Item,146,3850.0,4550.0,5250.0,4500.0,4550.0,5250.0,4550.0,1050.0,5250.0,6650.0,55950.0,-5900.0,95500.0
5945 Pool Service,Layer 1 Item,147,325.0,750.0,890.0,425.0,750.0,1075.0,775.0,1125.0,-50.0,325.0,8350.0,10.0,14750.0
5950 Common Area Cleaning,Layer 1 Item,148,65.0,130.0,0.0,110.0,0.0,115.0,65.0,65.0,65.0,0.0,730.0,-730.0,615.0
5955 Set out services,Layer 1 Item,149,275.0,435.0,750.0,325.0,300.0,1175.0,350.0,0.0,0.0,0.0,4360.0,-4360.0,3610.0
5958 Other Services,Layer 1 Item,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,0.0,82.5,-82.5,82.5
5970 Fire Suppression Service Contract,Layer 1 Item,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9362.01,1712.39,11074.4,-11074.4,11074.4
6100 PROPERTY TAXES,Layer 1 Item,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6110 Property Taxes,Layer 1 Item,154,5387.07,5387.07,5387.07,5387.07,5387.07,5387.07,5387.07,5387.07,19189.59,6250.01,79310.3,-15346.4,132500.06
6150 PROPERTY INSURANCE,Layer 1 Item,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6151 Property and Casualty,Layer 1 Item,157,13154.67,13154.67,15055.1,15869.56,15869.56,15869.56,11077.91,14850.06,14850.06,14850.06,170910.55,-25750.48,289761.28
6153 Other Insurance,Layer 1 Item,158,0.0,0.0,1650.0,0.0,0.0,0.0,-2780.0,0.0,0.0,0.0,-1130.0,1130.0,-1130.0
6154 Insurable Losses,Layer 1 Item,159,-31355.19,0.0,-3847.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35202.49,35202.49,-35202.49
6155 Renter's Insurance,Layer 1 Item,160,1965.19,2021.21,2025.47,2154.04,2175.5,2171.79,2217.6,2234.51,2279.02,2207.91,24740.49,-10793.49,35399.240000000005
6200 UTILITIES,Layer 1 Item,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6245 Electric House,Layer 1 Item,163,442.58,945.91,949.29,440.38,392.98,657.31,497.53,255.96,428.73,479.02,6905.83,-2615.83,9779.69
6246 Electric Leased Lighting,Layer 1 Item,164,439.0,364.0,701.07,497.0,439.0,511.0,473.0,317.0,495.0,539.0,5769.07,-302.07,10242.07
6250 Electric Office,Layer 1 Item,165,635.29,118.65,1268.04,684.67,1027.16,905.23,876.63,351.09,1012.7,974.68,9225.73,1943.23,19023.100000000002
6255 Electric Vacant,Layer 1 Item,166,1037.84,1094.25,1957.16,1462.0,1462.12,1759.86,2301.28,1228.41,464.91,3519.04,19886.25,3963.75,40136.869999999995
6263 Electric Laundry,Layer 1 Item,167,0.0,0.0,0.0,0.0,0.0,263.63,273.92,64.61,132.89,186.23,921.28,-921.28,921.28
6270 Gas Common,Layer 1 Item,168,0.0,0.0,1317.02,0.0,0.0,0.0,221.99,0.0,0.0,0.0,1539.01,-1539.01,1539.01
6285 Water,Layer 1 Item,169,2624.6,3354.61,4312.36,2818.11,2731.69,3454.2,2867.44,2057.53,3863.37,3431.03,36965.73,984.27,69464.94
6290 Sewer,Layer 1 Item,170,4355.67,3110.14,6544.69,4254.3,4562.03,5596.28,5034.22,3357.94,6230.76,4957.32,56184.05,-9984.05,94203.34999999999
6292 Fire Utility,Layer 1 Item,171,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,60.0,30.0,150.0,-150.0,150.0
6298 Connect Charge Vacant and HSE,Layer 1 Item,172,0.0,0.0,125.0,25.0,50.0,0.0,0.0,0.0,0.0,500.28,725.28,94.22,1519.78
6300 REPLACEMENTS,Layer 1 Item,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6310 Blinds,Layer 1 Item,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.0,4950.0
6315 Carpet,Layer 1 Item,176,0.0,0.0,0.0,665.2,636.99,0.0,400.65,1273.98,775.02,1183.92,7357.89,1477.31,13770.960000000001
6316 Vinyl & Laminate,Layer 1 Item,177,0.0,0.0,0.0,0.0,0.0,0.0,2408.8,0.0,0.0,0.0,2872.03,1252.97,6533.8
6320 HVAC Labor,Layer 1 Item,178,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,2700.0,2910.0
6321 HVAC Supplies,Layer 1 Item,179,0.0,0.0,81.0,433.45,192.45,790.17,0.0,0.0,0.0,0.0,1497.07,2517.93,5512.07
6325 Water Heaters,Layer 1 Item,180,0.0,0.0,0.0,577.39,0.0,0.0,0.0,0.0,0.0,0.0,577.39,3547.61,4702.39
6330 Ceiling Fans/Fixtures,Layer 1 Item,181,0.0,252.51,106.0,157.56,0.0,0.0,204.33,0.0,0.0,0.0,720.4,324.6,1765.4
6345 Refrigerator/Icemaker,Layer 1 Item,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.0,2046.0
6346 Sinks / Faucets,Layer 1 Item,183,0.0,0.0,0.0,0.0,0.0,0.0,65.55,326.44,0.0,0.0,391.99,323.01,1106.99
6350 Dishwasher,Layer 1 Item,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,1650.0
6360 Disposal,Layer 1 Item,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,1155.0
6363 Tub Refurbish/Replace,Layer 1 Item,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1920.0,2420.0
