Account,Status,Source_Row,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Total
4335 Valet Trash Service,Layer 1 Item,28,-216.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-216.49,-432.98
4340 Water & Sewer Revenue,Layer 1 Item,29,14686.33,15555.77,15828.21,15067.47,17691.32,18754.62,19842.35,15182.37,16246.57,9536.61,12620.23,181388.79,352400.64
4405 Administration Fees,Layer 1 Item,30,5747.0,5257.5,6955.0,8928.0,6921.0,6242.0,3600.05,6527.0,13003.88,11020.0,8710.0,94611.43,177522.86
4415 Application Fees,Layer 1 Item,31,1350.0,2400.0,2950.0,1300.0,1849.0,2000.0,1450.0,1850.0,3900.0,1950.0,2351.0,26000.0,49350.0
4418 Attorney / Court Fees,Layer 1 Item,32,1110.0,4465.5,292.95,-162.0,0.0,4702.5,-821.5,-986.0,2331.0,1717.5,1893.5,14110.6,28654.050000000003
4420 Cleaning Charges / Fees,Layer 1 Item,33,0.0,101.51,190.0,45.1,13.35,0.0,123.01,71.26,0.0,0.0,203.86,1351.93,2100.02
4428 Resident Damage Charges,Layer 1 Item,34,86.4,419.08,60.0,85.0,2008.55,85.0,1122.42,361.92,332.44,786.68,1498.69,7301.87,14148.05
4434 Interest Income,Layer 1 Item,35,853.7,578.64,339.51,152.75,99.39,26.55,23.64,17.13,22.8,111.63,202.78,3428.42,5856.9400000000005
4438 Key & Lock Charges,Layer 1 Item,36,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,50.0,125.0,250.0
4440 Late Charge Fees,Layer 1 Item,37,7721.42,10181.7,12004.9,8849.31,11733.11,9753.7,8895.22,7122.1,7577.79,8550.98,9669.1,103547.53,205606.86
4448 Lease Termination Fees,Layer 1 Item,38,0.0,6120.98,774.44,256.3,977.46,4373.05,2079.3,2573.45,1002.15,1432.0,2163.9,19865.03,41618.06
4450 Month to Month Fees,Layer 1 Item,39,2893.0,-1102.87,3814.0,3195.0,6716.0,5400.0,5865.59,4405.0,3468.25,3208.65,390.0,39379.62,77632.24
4451 Utility Setup Fee,Layer 1 Item,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,19.0,38.0
4455 Non-refundable Pet Fees,Layer 1 Item,41,600.0,0.0,2100.0,600.0,0.0,600.0,0.0,0.0,600.0,300.0,900.0,7000.0,12700.0
4460 NSF Check Fees,Layer 1 Item,42,350.0,100.0,150.0,-150.0,-100.0,400.0,350.0,250.0,-100.0,200.0,300.0,1800.0,3550.0
4463 Pet Rent,Layer 1 Item,43,466.0,326.0,484.0,468.0,409.0,327.0,435.0,374.0,255.0,462.0,461.0,4712.0,9179.0
4468 Remote Reimbursement,Layer 1 Item,44,0.0,0.0,560.0,75.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,785.0,1570.0
4469 Renters Insurance Premium,Layer 1 Item,45,2731.0,2359.0,2560.0,2100.0,2628.0,2988.0,3029.0,2683.44,2484.0,3135.0,3012.0,31825.44,61534.88
4475 Security Deposit Forfeiture,Layer 1 Item,46,0.0,0.0,0.0,0.0,400.0,0.0,150.0,650.0,0.0,250.0,0.0,1450.0,2900.0
4487 Utility Administration Fee,Layer 1 Item,47,1648.0,1375.0,1506.0,1414.0,1387.0,1701.0,1704.0,1537.0,1451.0,1715.0,1743.01,18379.01,35560.02
4488 Vacant Electric Fee,Layer 1 Item,48,1500.0,250.0,950.0,950.0,1450.0,-150.0,1550.0,950.0,350.0,700.0,750.0,10150.0,19400.0
4498 Miscellaneous Income,Layer 1 Item,49,490.18,226.44,137.67,167.04,129.73,137.97,150.0,39.12,250.0,601.0,25.08,2912.96,5267.19
4510 Parking Fees,Layer 1 Item,50,289.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.83,579.66
4534 Credit Builder Income,Layer 1 Item,51,485.19,473.21,335.44,329.45,-125.79,71.88,137.77,131.78,-107.82,-17.97,-35.94,2027.42,3704.62
EXPENSE,Layer 1 Item,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000 Controllable Operating Expenses,Layer 1 Item,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6100 Administration Costs,Layer 1 Item,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6103 Accounting / ADP Fees,Layer 1 Item,57,350.41,533.63,376.82,355.89,80.58,365.99,301.64,369.24,399.83,2.25,375.61,3834.27,7346.16
6104 Renter's Insurance,Layer 1 Item,58,1246.0,1239.0,1211.0,1253.0,1267.0,1225.0,1078.0,1120.0,1232.0,1265.0,1211.0,14467.0,27814.0
6106 Answering Service,Layer 1 Item,59,215.55,212.55,212.55,0.0,82.44,89.15,89.15,89.15,0.0,178.3,89.15,1470.54,2728.53
6112 Bank Charges & Fees,Layer 1 Item,60,766.22,719.0,768.69,715.8,752.22,748.48,730.94,718.27,727.98,851.84,730.28,9069.6,17299.32
6124 Employee Goodwill,Layer 1 Item,61,0.0,158.36,110.33,298.68,326.61,480.64,205.84,66.68,60.34,0.0,0.0,1707.48,3414.96
6127 Employee Recruiting,Layer 1 Item,62,673.17,886.03,819.24,199.63,378.11,308.6,461.15,288.04,545.24,0.0,529.8,5801.88,10890.89
"6133 License, Permits & Inspection Fees - City",Layer 1 Item,63,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0
6136 Licenses & Fees - Software,Layer 1 Item,64,1272.74,1305.59,1535.68,1520.88,1444.12,1145.83,1269.14,1307.64,1094.45,1237.34,1247.61,15636.7,30017.72
6139 Internet Expenses,Layer 1 Item,65,119.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.92,359.88
6142 IT & Computer Expense,Layer 1 Item,66,372.99,373.0,357.99,359.49,308.89,65.28,241.73,239.31,239.31,156.95,141.49,3303.06,6159.49
6145 Meals & Entertainment,Layer 1 Item,67,175.64,54.6,138.93,3.18,161.39,0.0,0.0,45.58,0.0,80.0,0.0,1002.05,1661.37
6157 Office Supplies & Expenses,Layer 1 Item,68,86.52,0.0,0.0,0.0,125.99,323.17,172.85,0.0,157.01,112.92,123.66,1189.69,2291.8100000000004
"6160 Office - Water, Coffee",Layer 1 Item,69,154.54,42.54,0.0,0.0,207.58,27.82,0.0,0.0,199.85,113.55,176.96,976.06,1898.8999999999999
6166 Postage,Layer 1 Item,70,36.96,29.06,38.68,62.98,0.0,19.01,49.06,23.21,0.0,0.0,50.15,346.15,655.26
6172 Safety Programs,Layer 1 Item,71,216.37,196.44,191.93,95.5,0.0,0.0,102.53,192.47,0.0,0.0,0.0,1351.49,2346.73
6178 Telephone,Layer 1 Item,72,224.14,159.96,159.96,591.34,159.96,159.96,159.96,159.96,159.96,159.96,159.96,2255.12,4510.24
"6184 Training, Seminars & Education",Layer 1 Item,73,0.0,171.33,171.32,342.64,0.0,171.35,349.75,174.87,174.87,0.0,174.87,1902.33,3633.3299999999995
6200 Legal & Professional,Layer 1 Item,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6205 Evictions & Court Fees,Layer 1 Item,76,1485.29,0.0,0.0,0.0,0.0,478.83,717.97,701.35,1238.41,1081.56,902.57,8051.82,14657.8
6300 Marketing & Leasing,Layer 1 Item,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6301 Leasing & CRM,Layer 1 Item,79,1576.6,1576.6,1576.6,1576.6,1576.6,1515.44,1707.72,1515.0,1415.44,2000.0,1440.88,19054.08,36531.56
6315 Website & Domain,Layer 1 Item,80,212.13,1212.91,1262.86,919.99,784.31,714.31,849.31,914.31,914.31,1002.97,752.13,9751.67,19291.209999999995
6330 Locator / Referral Fees,Layer 1 Item,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,365.0
6335 Social Media Advertising,Layer 1 Item,82,1832.04,1821.53,2053.79,1970.13,1982.35,1853.16,1802.36,1874.88,1852.77,1849.8,1853.92,22669.45,43416.18000000001
6336 Internet Listing Services,Layer 1 Item,83,1200.0,1200.0,1100.0,1135.74,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,13836.74,26473.48
6350 Resident Relations & Events,Layer 1 Item,84,91.3,282.04,0.0,165.57,0.0,483.61,352.98,282.45,269.69,0.0,0.0,2231.36,4159.0
6400 Salaries & Payroll Related,Layer 1 Item,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6405 Salary - Property Manager,Layer 1 Item,87,3403.85,13270.69,11607.55,13714.47,13293.81,13123.68,12116.08,12234.94,13228.3,5135.58,12325.17,134308.98,257763.1
6415 Salary - Leasing Consultants,Layer 1 Item,88,4797.73,3784.2,3614.95,6093.72,6086.86,5610.9,5611.9,3932.87,3981.57,2783.9,4717.01,58005.36,109020.97
6430 Salary - Maint. Technician,Layer 1 Item,89,18880.84,11440.59,9934.8,8257.62,11156.79,9013.13,10403.65,11473.8,12125.19,12203.53,12111.69,149850.1,276851.73
6465 Payroll Taxes,Layer 1 Item,90,1730.07,1652.26,4188.47,3160.73,2553.21,3465.36,3004.67,2788.35,3538.6,1423.91,4737.23,35206.98,67449.84
6470 Employee Health Insurance,Layer 1 Item,91,2655.6,171.23,1883.4,314.16,-1521.27,228.09,173.57,-972.26,-2051.55,1328.17,-2982.81,-82.71,-856.3800000000006
6475 Workers Compensation,Layer 1 Item,92,1353.04,149.41,322.42,300.03,0.0,222.76,346.75,735.12,390.9,0.0,0.0,4071.82,7892.25
6500 Contract Services,Layer 1 Item,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6560 Pest Control - Contract,Layer 1 Item,95,718.95,472.29,498.2,418.92,634.89,276.03,234.89,285.63,634.89,616.87,632.84,6156.49,11580.89
6561 Water Treatment,Layer 1 Item,96,1010.0,1010.0,1163.6,1010.0,1010.0,1080.0,1080.0,1080.0,1080.0,1080.0,1098.45,12712.05,24414.1
6600 Maintenance Related,Layer 1 Item,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6606 Appliance Parts & Supplies,Layer 1 Item,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6627 Electrical Parts & Supplies,Layer 1 Item,100,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.6
6642 Fire Prevention / Extinguishers,Layer 1 Item,101,207.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.37,535.5
6651 Hardware - Misc,Layer 1 Item,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.95,352.22,317.68,939.85,1879.7000000000003
6660 Light Bulbs & Fixture Repairs,Layer 1 Item,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"6663 Locks, Keys & Security",Layer 1 Item,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6669 Maint. Tools & Supplies,Layer 1 Item,105,0.0,62.04,92.2,69.52,103.26,282.99,200.18,161.88,198.33,174.69,148.69,1644.47,3138.25
6675 Plumbing Supplies,Layer 1 Item,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6681 Pool Supplies & Upkeep,Layer 1 Item,107,690.46,300.0,317.98,309.44,216.5,251.48,284.38,234.29,511.69,534.78,551.48,4802.48,9004.96
6690 Uniforms - Maintenance,Layer 1 Item,108,160.06,288.53,89.59,319.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.28,2237.87
6698 Other Maint. & Repairs,Layer 1 Item,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.09,126.45,0.0,242.54,485.08000000000004
6700 Turnover Costs,Layer 1 Item,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6730 Cleaning / Janitorial Supplies,Layer 1 Item,112,351.39,284.88,264.76,369.05,393.51,447.83,428.7,442.66,417.2,489.09,486.37,4568.83,8944.27
6760 Contract Painting,Layer 1 Item,113,628.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.7,1257.4
6780 Sheetrock Repair,Layer 1 Item,114,303.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.1,606.2
6800 Grounds,Layer 1 Item,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6810 Landscape - Maintenance,Layer 1 Item,117,3601.46,3601.46,3601.46,3601.46,3601.46,3709.57,3709.57,3916.63,3916.0,3655.97,3566.22,44082.72,84563.98000000001
6850 Security Patrol Services,Layer 1 Item,118,0.0,1366.04,1047.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3549.71,5962.8
6855 Alarm Monitoring Expense,Layer 1 Item,119,56.28,56.28,56.28,77.93,71.59,71.59,71.59,10.81,71.59,78.22,71.59,853.45,1547.2000000000003
6900 Utilities,Layer 1 Item,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6915 Electric - Common Areas,Layer 1 Item,122,827.59,810.7,795.19,849.51,930.22,875.14,837.48,910.14,803.95,822.8,853.22,10215.38,19531.32
6920 Electric - Vacant,Layer 1 Item,123,8135.33,7949.93,6717.43,6792.92,598.63,3418.81,5370.77,4111.86,3033.77,3938.09,2569.3,59933.26,112570.1
6924 Natural Gas,Layer 1 Item,124,2688.7,2792.23,2791.55,3064.7,4399.71,4773.34,5785.92,4310.35,4496.45,4876.91,5817.83,48363.64,94161.33
6940 Trash Collection / Removal,Layer 1 Item,125,6520.41,6945.54,9705.01,9554.62,8162.65,8897.7,7891.92,8836.66,8510.27,8536.26,8169.47,98454.14,190184.65000000002
6955 Water & Sewer,Layer 1 Item,126,22653.54,20604.89,19736.23,17346.54,27450.69,25001.71,26651.4,17457.83,11479.68,12720.63,11624.1,233487.74,446214.98
7000 Non-Controllable Expenses,Layer 1 Item,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7100 Insurance & Property Taxes,Layer 1 Item,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7120 Insurance,Layer 1 Item,131,24075.0,24075.0,20172.0,20172.0,20172.0,20172.0,20172.0,20172.0,20172.0,20172.0,20172.0,253773.0,483471.0
7130 Property Taxes,Layer 1 Item,132,70299.0,70299.0,70299.0,70299.0,70299.0,70299.0,70299.0,70299.0,70299.0,70299.0,70299.0,843588.0,1616877.0
7200 Management Company Charges,Layer 1 Item,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7220 Management Fees,Layer 1 Item,135,10561.31,7847.3,11062.99,8686.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47826.44,85984.28
