Account,Status,Source_Row,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Total
431850 - Late Charge Fees,Layer 1 Item,39,603.95,716.03,-102.35,589.2,1361.92,2691.79,2178.63,3277.88,1973.61,2396.2,3200.42,19607.75,38495.03
431950 - Lease Cancellation Fee,Layer 1 Item,40,0.0,3500.0,0.0,3500.0,3500.0,5396.18,3500.0,-3500.0,3903.46,3500.0,1534.25,24833.89,49667.78
432000 - Locks / Key Income,Layer 1 Item,41,0.0,0.0,0.0,0.0,0.0,30.0,125.0,75.0,0.0,150.0,75.0,455.0,910.0
432150 - Month-to-Month Premiums,Layer 1 Item,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.07,556.46,683.33,862.9,2218.76,4437.52
432200 - NSF Fees,Layer 1 Item,43,100.0,100.0,200.0,200.0,125.0,100.0,75.0,150.04,150.0,75.0,100.0,1400.04,2775.08
432250 - Pet Fees - Non-Refundable,Layer 1 Item,44,5000.0,3000.0,-1200.0,500.0,1500.0,500.0,500.0,0.0,0.0,0.0,0.0,10800.0,20600.0
432300 - Pet Rent,Layer 1 Item,45,267.11,416.14,450.0,468.55,529.76,500.83,497.58,500.0,500.0,500.0,470.16,5181.58,10281.71
432350 - Renter's Insurance Fees,Layer 1 Item,46,0.0,250.0,200.0,200.0,150.0,500.0,500.0,550.0,500.0,650.0,650.0,4350.0,8500.0
432450 - Transfer Fee,Layer 1 Item,47,0.0,0.0,0.0,0.0,3000.0,-1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,3000.0
432550 - Electric Rebill,Layer 1 Item,48,252.67,351.85,101.66,284.25,65.96,55.49,64.58,0.0,77.34,0.0,110.05,1459.22,2823.0699999999997
432650 - Pest Control Rebill,Layer 1 Item,49,465.2,669.39,742.52,891.92,1001.41,1080.92,1151.15,1198.54,1245.31,1327.93,1341.79,11400.4,22516.480000000003
432700 - Trash Rebill,Layer 1 Item,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,60.0
432750 - Trash Remove Rebill-Door to Door Pickup,Layer 1 Item,51,2791.51,4016.09,4455.31,5351.58,6008.53,6485.36,6906.76,7191.28,7471.9,7937.65,8050.76,68372.62,135039.34999999998
432800 - Water/Sewer Rebill,Layer 1 Item,52,660.92,1230.69,3291.36,5223.82,6430.95,8629.74,9283.93,10014.33,10891.64,11549.77,11957.3,79198.25,158362.7
432950 - Utility Set Up / Admin Fee,Layer 1 Item,53,11.75,17.0,24.5,50.72,42.84,61.18,0.12,-0.11,0.0,0.0,0.0,210.93,418.93
Expenses,Layer 1 Item,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payroll & Employee Expense,Layer 1 Item,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511000 - Management - Salaries,Layer 1 Item,58,7083.34,7083.34,7083.34,7366.66,7366.66,7366.66,7366.66,7366.66,7366.66,7366.66,7366.66,87266.64,167449.94
511150 - Shared Services - Salaries,Layer 1 Item,59,803.4,803.4,803.4,1630.38,1463.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,12158.98,23514.559999999998
511200 - Leasing - Salaries,Layer 1 Item,60,7303.84,6933.34,4817.14,5897.8,7518.61,8917.17,6466.41,7277.75,7420.5,12259.51,7080.5,89012.91,170905.47999999998
511250 - Leasing Overtime,Layer 1 Item,61,7.12,42.0,290.44,127.37,344.64,246.73,55.6,113.21,295.32,296.05,95.16,1988.82,3902.46
511400 - Bonuses,Layer 1 Item,62,9050.0,6600.0,9650.0,14300.0,2823.0,4823.0,5573.0,8723.0,7521.0,1500.0,7974.0,80987.0,159524.0
511550 - Maintenance - Overtime,Layer 1 Item,63,0.0,0.0,0.0,216.0,216.0,207.0,117.0,263.92,224.11,132.3,604.58,1980.91,3961.8200000000006
511600 - Maintenance Manager,Layer 1 Item,64,5546.66,5546.66,5546.66,5546.66,5546.66,5546.66,5546.66,5546.66,5546.66,5546.66,6120.03,67133.29,128719.92
511650 - Maintenance Bonuses,Layer 1 Item,65,0.0,0.0,0.0,4133.0,555.0,555.0,555.0,1555.0,1305.0,2304.0,4404.0,15366.0,30732.0
511700 - Maintenance Tech - Salaries,Layer 1 Item,66,0.0,0.0,0.0,6792.0,4160.0,4160.0,8782.21,7685.66,7626.66,7860.66,7684.66,54751.85,109503.70000000001
512000 - Payroll Taxes,Layer 1 Item,67,2401.17,2057.85,2078.6,3923.89,2046.4,2589.46,3097.82,3461.62,3046.07,2780.85,2830.3,32101.51,62415.53999999999
512150 - Employee Burden,Layer 1 Item,68,2313.87,1649.52,1698.27,3633.87,4473.91,5586.41,4871.13,4902.45,4897.95,4497.48,4836.54,43361.4,86722.8
512300 - Contract Staffing,Layer 1 Item,69,0.0,1799.7,4102.48,1527.1,4388.75,4315.21,2090.26,2849.56,2027.34,3102.76,2244.66,28447.82,56895.64
Repairs & Maintenance,Layer 1 Item,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521050 - Animal/Pest Control Supplies,Layer 1 Item,72,0.0,21.33,1535.6,12.44,0.0,115.5,0.0,0.0,0.0,112.52,10.79,1808.18,3616.3599999999997
521100 - Appliance Repairs,Layer 1 Item,73,0.0,0.0,54.1,42.33,0.0,179.36,63.8,0.0,129.89,83.65,154.38,707.51,1415.02
521300 - Cleaning & Supplies,Layer 1 Item,74,0.0,471.75,471.75,471.75,702.93,471.75,471.75,480.63,653.95,513.87,981.7,5847.07,11538.9
521450 - Dog Park/Washing Station,Layer 1 Item,75,0.0,153.24,216.85,0.0,0.0,0.0,42.5,208.61,23.26,348.25,0.0,992.71,1985.42
521500 - Door Repair / Replacement,Layer 1 Item,76,0.0,0.0,0.0,0.0,0.0,0.0,101.86,0.0,0.0,0.0,0.0,101.86,203.72
521550 - Electrical Supplies / Repairs,Layer 1 Item,77,0.0,0.0,0.0,56.07,0.0,0.0,0.0,92.21,147.54,0.0,14.59,313.54,623.95
521950 - Fuel & Propane,Layer 1 Item,78,0.0,0.0,0.0,23.99,65.94,0.0,0.0,90.96,274.44,0.0,113.7,569.03,1138.06
522100 - Golf Cart Repairs,Layer 1 Item,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.23,0.0,357.23,714.46
522250 - HVAC Supplies / Repairs,Layer 1 Item,80,76.63,596.19,0.0,0.0,296.52,123.68,148.26,319.59,0.0,172.08,0.0,1732.95,3465.8999999999996
522450 - Landscape Supplies & Maintenance,Layer 1 Item,81,0.0,0.0,0.0,378.88,0.0,324.76,0.0,0.0,0.0,32.41,1440.38,2176.43,4352.860000000001
522500 - Lighting Supplies / Repairs,Layer 1 Item,82,0.0,51.95,0.0,47.79,84.62,0.0,125.7,124.49,172.09,142.01,184.47,933.12,1866.24
522550 - Locks & Keys,Layer 1 Item,83,0.0,64.19,156.01,132.01,100.29,266.09,209.09,63.13,129.16,169.93,150.49,1440.39,2880.78
522600 - Maintenance Supplies,Layer 1 Item,84,0.0,825.79,594.75,368.56,231.64,777.92,720.23,704.92,858.82,407.27,637.31,6159.65,12286.859999999999
522650 - Painting Supplies,Layer 1 Item,85,0.0,205.86,14.93,30.44,175.35,309.72,75.24,0.0,291.83,137.37,0.0,1240.74,2481.4800000000005
522750 - Plumbing Supplies / Repairs,Layer 1 Item,86,0.0,196.55,0.0,150.17,0.0,307.98,530.34,83.03,214.1,136.14,302.83,1921.14,3842.2799999999997
522850 - Safety & Fire Supplies / Maint,Layer 1 Item,87,68.19,20.46,97.27,0.0,0.0,18.43,18.43,127.5,18.44,36.87,0.0,405.59,811.1800000000001
522900 - Small Tools & Equipment,Layer 1 Item,88,0.0,0.0,0.0,66.35,7.87,293.35,0.0,0.0,0.0,79.94,169.92,656.57,1274.0
523050 - Window / Screen / Glass Repair,Layer 1 Item,89,49.75,0.0,58.8,0.0,0.0,0.0,57.57,0.0,62.47,0.0,187.41,416.0,832.0
523350 - Drywall Repairs,Layer 1 Item,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,0.0,0.0,43.4,86.8
523500 - Pest Control Supplies,Layer 1 Item,91,0.0,0.0,0.0,0.0,0.0,20.11,0.0,0.0,0.0,0.0,0.0,20.11,40.22
523650 - Pool Supplies / Maint,Layer 1 Item,92,357.21,695.61,809.08,495.6,801.32,736.73,349.16,314.11,746.77,754.11,1057.91,7568.97,14686.58
Turn Costs,Layer 1 Item,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531025 - Turn Costs - Drywall/Sheetrock Repair,Layer 1 Item,95,0.0,0.0,0.0,500.0,0.0,0.0,0.0,980.0,1250.0,0.0,2150.0,4880.0,9760.0
531050 - Turn Costs - Carpet Cleaning,Layer 1 Item,96,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,400.0
531150 - Turn Costs - Cleaning,Layer 1 Item,97,0.0,0.0,0.0,0.0,0.0,300.0,225.0,700.0,0.0,150.0,2150.0,3525.0,7050.0
531250 - Turn Costs - Painting,Layer 1 Item,98,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,850.0,1700.0
Contract Expense,Layer 1 Item,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541100 - Equipment Contract,Layer 1 Item,101,1074.57,1524.57,1764.57,1484.57,2394.57,2434.57,2464.57,2624.57,2474.57,3004.57,2834.57,24834.84,48915.11
541150 - Fire Alarm Contract,Layer 1 Item,102,0.0,0.0,0.0,0.0,0.0,0.0,588.72,196.24,196.24,196.24,196.24,1373.68,2747.36
541250 - General Maintenance Contract,Layer 1 Item,103,0.0,0.0,198.1,0.0,0.0,66.03,74.96,74.96,74.98,74.96,74.96,837.05,1476.0
541500 - Janitorial Contract,Layer 1 Item,104,4160.0,4680.0,4680.0,4680.0,4560.0,4680.0,4160.0,4160.0,4160.0,4160.0,4160.0,51880.0,100120.0
541550 - Landscape - Seasonal Contract,Layer 1 Item,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.06,1314.06,2628.12
541600 - Landscape Maintenance Contract,Layer 1 Item,106,3000.33,3000.33,3000.33,3000.33,3000.33,3000.33,3000.33,3000.33,3000.33,3000.33,3000.33,36232.62,69236.25
541650 - Pest Control Contract,Layer 1 Item,107,476.3,1553.39,2089.9,339.92,1940.67,1892.4,493.3,356.9,356.9,-713.8,0.0,9262.18,18048.059999999998
541850 - Trash Removal - Door to Door Pickup,Layer 1 Item,108,1718.74,2074.34,2418.09,2761.84,3105.58,3449.33,3793.08,4136.83,4257.72,4257.72,4257.72,37605.98,73836.97
Marketing & Promotions,Layer 1 Item,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551000 - Visual and Creative Services,Layer 1 Item,111,0.0,155.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.8,311.6
551050 - Search Engine Marketing Campaigns,Layer 1 Item,112,3500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2000.0,2000.0,32850.0,60350.0
551100 - Internet Listing Services (ILS),Layer 1 Item,113,6042.0,5763.0,5763.0,5763.0,5810.0,4587.0,4587.0,4563.5,4540.0,2290.0,3051.0,58243.5,111003.0
551150 - Property Website & Online Presence,Layer 1 Item,114,79.0,79.0,79.0,79.0,79.0,79.0,54.0,54.0,54.0,54.0,54.0,823.0,1567.0
551200 - Social Media,Layer 1 Item,115,712.93,993.07,748.99,638.76,865.74,867.5,703.4,792.13,629.75,820.58,586.76,8755.26,17114.87
551250 - Reputation Management,Layer 1 Item,116,346.77,346.52,346.4,346.24,345.03,345.57,345.44,345.68,0.0,0.0,0.0,3113.51,5881.16
551800 - Prospect Refreshments,Layer 1 Item,117,376.78,313.13,923.61,649.12,70.36,1137.8,1118.4,1374.05,242.84,725.21,735.25,7666.55,15333.100000000002
551850 - Resident Activities,Layer 1 Item,118,0.0,224.44,99.84,0.0,0.0,927.14,0.0,123.54,0.0,37.82,272.56,1685.34,3370.68
551900 - Resident Retention,Layer 1 Item,119,0.0,0.0,0.0,0.0,0.0,143.9,0.0,0.0,0.0,0.0,0.0,143.9,287.8
552000 - Resident Gifts,Layer 1 Item,120,0.0,5500.0,-2500.0,5500.0,9500.0,0.0,14750.0,700.0,3350.0,5000.0,10925.0,52725.0,105450.0
Office Expenses & Other SG&A,Layer 1 Item,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561000 - Answering / On-hold Service,Layer 1 Item,123,149.7,149.59,149.54,149.47,148.95,149.18,149.13,149.23,0.0,0.0,0.0,1344.1,2538.89
561150 - Leasing Automation Tools,Layer 1 Item,124,726.04,725.53,725.27,724.95,722.42,723.54,723.26,723.78,0.0,0.0,0.0,6518.95,12313.74
561400 - Office Supplies,Layer 1 Item,125,0.0,271.28,208.27,0.0,0.0,580.87,1115.87,275.28,0.0,432.04,307.38,3190.99,6381.98
561500 - Resident Screening,Layer 1 Item,126,1474.26,1185.34,1328.46,1098.44,573.19,653.91,502.82,788.32,0.0,0.0,0.0,8894.83,16499.57
561700 - Software Licenses / Maintenance Fees,Layer 1 Item,127,1307.92,1530.73,1379.79,1368.11,2094.51,1660.07,1659.44,1660.63,2754.28,3748.93,3708.8,24071.85,46945.06
561850 - Assoc. Fees / Membership Dues,Layer 1 Item,128,183.45,183.45,183.45,183.45,183.45,183.45,183.45,183.46,106.99,106.92,180.79,2045.76,3908.07
562100 - Employee Meals,Layer 1 Item,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.32,30.32,60.64
562300 - Legal Fees,Layer 1 Item,130,320.98,779.29,2755.92,1574.87,0.0,175.0,1600.4,1587.93,1282.08,1280.34,2140.63,13801.73,27299.17
562400 - Licenses / Fees / Permits,Layer 1 Item,131,0.0,0.0,0.0,0.0,175.0,0.0,175.0,0.0,0.0,544.73,0.0,894.73,1789.46
562500 - Payment Processing Charges (CC / ACH),Layer 1 Item,132,426.15,565.1,128.37,1093.38,86.77,643.01,603.01,1042.13,482.7,600.18,739.14,6980.63,13390.57
591500 - Renter's Insurance,Layer 1 Item,133,0.0,1422.4,1770.86,2148.3,2418.08,2530.22,2675.92,2041.54,2823.32,3084.8,3208.49,24123.93,48247.86
Utility Expense,Layer 1 Item,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541800 - Trash Removal Contract,Layer 1 Item,136,0.0,0.0,0.0,0.0,1761.68,876.63,346.33,3311.7,775.0,1743.77,1572.19,10387.3,20774.6
571000 - Electric - Clubhouse,Layer 1 Item,137,2101.21,1815.06,1483.45,1525.39,1475.41,1234.17,1383.35,1485.8,2032.54,1539.96,1732.99,18656.64,36465.97
571050 - Electric - Common Areas,Layer 1 Item,138,5263.46,17.2,1873.69,3429.69,4551.53,2786.54,589.22,2459.89,788.92,3192.46,187.13,23942.74,49082.47
571100 - Electric - Models,Layer 1 Item,139,0.0,611.55,-6.19,154.67,124.84,139.39,33.52,166.37,149.75,114.53,173.3,1661.73,3323.4599999999996
571250 - Electric - Vacant Units,Layer 1 Item,140,3814.16,20458.19,8497.58,8849.12,4229.68,3378.96,1136.78,4319.48,3398.21,7950.21,3076.11,71620.5,140728.97999999998
571650 - Utility Rebill Service Fees,Layer 1 Item,141,1414.66,1681.57,1643.47,1653.45,1578.32,1586.11,1569.47,1554.57,1526.84,1533.22,1533.27,18685.93,35960.88
571700 - Water / Sewer,Layer 1 Item,142,9378.12,31821.15,14051.98,17876.69,26821.74,26831.92,28993.88,15419.65,21004.37,29768.43,25248.69,252728.79,499945.41000000003
Management Fees,Layer 1 Item,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581050 - Management Fees,Layer 1 Item,145,10000.0,10000.0,10000.0,10000.0,10000.0,10666.8,10994.32,12259.02,12544.75,12668.83,13069.6,132203.32,254406.64
